English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
"\angle R is the right angle of the right angled triangle PQR and \sqrt{3}\tan P = 1.
According to the above information-
i. \sin (P + Q) = 1
ii. PQ = 1 + \sqrt{3}
iii. \cos P + \sin Q = \tan 60\degree
Which one is correct?","\triangle PQR সমকোণী ত্রিভূজের \angle{R} সমকোণ। \sqrt{3} tanP = 1
 উপরের জন্য অনুসারে-
 i. \sin (P + Q) = 1
 ii. PQ = 1 + \sqrt{3}
 iii. \cos P + \sin Q = \tan 60\degree
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",c
The area of an equilateral triangle is 25\sqrt{3} square meter. What is the length of one side of the triangle?,একটি সমবাহু ত্রিভূজের ক্ষেত্রফল 25\sqrt{3} বর্গ মি. হলে ত্রিভূজটির বাহুর দৈর্ঘ্য কত মি.?,5 meter,10 meter,50 meter,100 meter,5,10,50,100,b
"If f(x) = x^{4} - mx^{2} + 5 and f(-1) = 0, What is the value of m?",f(x) = x^{4} - mx^{2} + 5 এবং f(-1) = 0 হলে m = ?,6,4,1,-6,6,4,1,-6,a
Thd difference of the digits of a number consisting of two digits is 3. The number obtained by interchanging the places of the digits is more by 2 than two times of the original number. What is the number?,দুই অঙ্কবিশিষ্ট সংখ্যার অঙ্কদ্বয়ের অন্তর 3। সংখ্যাটির অঙ্কদ্বয় স্থান বিনিময় করলে যে সংখ্যা পাওয়া যায় তা মূল সংখ্যাটির দ্বিগুন অপেক্ষা 2 বেশি। সংখ্যাটি কত?,25,36,41,63,25,36,41,63,a
"If \sin \theta = \frac{1}{2}, then \tan \theta = ?","\sin \theta = \frac{1}{2} হলে, \tan \theta = ?",\frac{1}{\sqrt{3}},\frac{1}{\sqrt{2}},\frac{\sqrt{3}}{2},\sqrt{3},\frac{1}{\sqrt{3}},\frac{1}{\sqrt{2}},\frac{\sqrt{3}}{2},\sqrt{3},a
0.\dot{4}\dot{5} = ?,0.\dot{4}\dot{5} = কত?,\frac{41}{99},\frac{5}{11},\frac{41}{90},\frac{1}{2},\frac{41}{99},\frac{5}{11},\frac{41}{90},\frac{1}{2},b
In which quadrant the solution of equation 2x + y = 1 and x = -4 is present?,2x + y = 1 ও x = - 4 সমীকরণদ্বয়ের সমাধান বিন্দু কোন চর্তুভাগে অবস্থিত?,4th,3rd,2nd,1st,4th,3rd,2nd,1st,c
"If 2^{x} = \frac{1}{8}, then x = ?","2^{x} = \frac{1}{8} হলে, x = কত?",-3,-\frac{1}{3},\frac{1}{3},3,-3,-\frac{1}{3},\frac{1}{3},3,a
"When A = \{3, 4\} and B = \{1, 2, 3\}, then B\A = ?","A = {3,4} এবং B= {1,2,3} হলে B/A = কত?","\{1, 2\}","\{1, 3\}","\{2, 4\}","\{3, 4\}","\{1, 2\}","\{1, 3\}","\{2, 4\}","\{3, 4\}",a
Which one is the factor of x^{3} - 2x - 4?,x^{2} - 2x - 4 রাশির উৎপাদক কোনটি?,(x - 4),(x - 2),(x + 2),(x + 4),(x - 4),(x - 2),(x + 2),(x + 4),b
"If the common term of a series is \frac{1}{3^{n}}, then what is the 2nd term?",একটি অনুক্রমের সাধারণ পদ \frac{1}{3^{n}} হলে দ্বিতীয় পদ কত?,\frac{1}{6},\frac{1}{3},\frac{4}{9},\frac{1}{9},\frac{1}{6},\frac{1}{3},\frac{4}{9},\frac{1}{9},d
"If p, q and r are in continued proportion, \frac{p^{2} + q^{2}}{q^{2} + r^{2}} = ?","p,q,r ক্রমিক সমানুপাতী হলে \frac{p^{2} + q^{2}}{q^{2} + r^{2}} = কত?",\frac{r}{p},\frac{p}{r},\frac{q}{p},\frac{q}{r},\frac{r}{p},\frac{p}{r},\frac{q}{p},\frac{q}{r},b
Parallel two sides of a trapezium are 32m and 64m. It sarea is 768 square meter. What is the perpendicular distance between two parallel sides?,একটি ট্রাপিজিয়ামের সমান্তরাল বাহুদ্বয় 32 মিটার ও 64 মিটার এবং ক্ষেত্রফল 768 বর্গ মিটার হলে সমান্তরাল বাহুদ্বয়ের মধ্যবর্তী লম্বদূরত্ব কত মিটার,64 m,48 m,16 m,8 m,64 m,48 m,16 m,8 m,c
"If 3(5x - 3) = 2(x + 2), then x = ?","3(5x - 3) = 2(x + 2) হলে, x = কত?",-2,-1,\frac{13}{17},1,-2,-1,\frac{13}{17},1,d
What type of number is the square root of 0.0025?,0.0025 এর বর্গমূল কোন ধরনের সংখ্যা,Recurring decimal,Open ended non recurring decimal,Infinite decimal,Definite decimal,Recurring decimal,Open ended non recurring decimal,Infinite decimal,Definite decimal,d
Which term of the series 256 + 128 + 64 + ..... is \frac{1}{4}?,256+128+64+……. ধারাটির কোন পদ \frac{1}{4}?,12,11,10,9,12,11,10,9,b
With the help of which condition a rhombus is possible to costruct?,নিচের কোন তথ্য দেওয়ার থাকলে রম্বরস অঙ্কন করা সম্ভব?,Perimeter of a rhombus,Length of a diagonal and a side,Length of a diagon,Length of a side,রম্বসের পরিসীমা,একটি কর্ণ ও বাহুর দৈর্ঘ্য,একটি কর্ণের দৈর্ঘ্য,বাহুর দৈর্ঘ্য,b
\log_{3}\left ( \sqrt[3]{3}.\sqrt{3} \right ) = ?,\log_{3}\left ( \sqrt[3]{3}.\sqrt{3} \right ) = কত?,\frac{1}{6},\frac{5}{6},\frac{1}{3},\frac{2}{3},\frac{1}{6},\frac{5}{6},\frac{1}{3},\frac{2}{3},b
What is the factorzation of 35 - 2x - x^{2}?,35 - 2x - x^{2} এর উৎপাদকে বিশ্লেষিত রূপ কোনটি?,(7 - x) (5 + x),(7 - x) (5 - x),(7 + x) (5 - x),(7 + x) (5 + x),(7 - x) (5 + x),(7 - x) (5 - x),(7 + x) (5 - x),(7 + x) (5 + x),c
What is then solution set of the equation y^{2} = \sqrt{7}y?,y^{2} = \sqrt{7}y সমীকরণের সমাধারন সেট নিচের কোনটি?,"\{0, -\sqrt{7}\}",\{\sqrt{7}\},"\{0, \sqrt{7}\}","\{0, 7\}","\{0, -\sqrt{7}\}",\{\sqrt{7}\},"\{0, \sqrt{7}\}","\{0, 7\}",c
"x - 2y = 5 and 2x - 4y = 10 are-
i. Two same equation
ii. Two equations are dependent to each other
iii. The two equations has a lot of solutions
Which one is correct?","x-2y =5 ও 2x-4y =10-
 i. সমীকরণ জোট সমঞ্জস
 ii. সমীকরণ জোট পরস্পর নির্ভরশীল 
 iii. সমীকরণ জোটটির অসংখ্য সমাধান আছে 
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i and ii,i and iii,ii and iii,"i, ii and iii",d
"If the rate of interest is Tk. 5, then what is the simple profit of Tk. 500 in 3 years?",বার্ষিক 5% হার মুনাফায় 5000 টাকার 3 বছরের সরল মুনাফা কত?,Tk. 15,Tk. 45,Tk. 60,Tk. 75,15,45,60,75,d
Which one is a rational number?,নিচের কোনটি মূলদ সংখ্যা?,\frac{\sqrt{18}}{\sqrt{32}},\frac{\sqrt{3}}{\sqrt{2}},\frac{\sqrt{8}}{\sqrt{6}},\frac{1}{\sqrt{8}},\frac{\sqrt{18}}{\sqrt{32}},\frac{\sqrt{3}}{\sqrt{2}},\frac{\sqrt{8}}{\sqrt{6}},\frac{1}{\sqrt{8}},a
How many highest number of common tangents can be drawn to two circles?,দুইটি বৃত্ত সর্বোচ্চ কয়টি সাধারণ সর্ম্পক আঁকা যায়?,1,2,3,4,1টি,2টি,3টি,4টি,d
A parallelogram inscribed in a circle is-,বৃত্তেস্থ সামন্তরিক একটি?,rhombus,rectangle,square,trapezium,রম্বস,আয়ত,বর্গ,ট্রাপিজিয়াম,b
"If \tan(\theta - 30\degree) = \sqrt{3}, then what is the value of \sin \theta?",tan (\theta - 30\degree) = \sqrt{3} হলে sin\theta এর মান কত?,0,\frac{1}{2},\frac{\sqrt{3}}{2},1,0,\frac{1}{2},\frac{\sqrt{3}}{2},1,d
Two circles touch each other externally. Diameter of one of them is 10 cm and radius of other is 4 cm. What is the distance between the centres of the circles?,দুইটি বৃত্ত পরস্পর বহিঃস্পর্শ করে। এদের একটির ব্যাস 10 সে.মি এর অপরটির ব্যাসার্ধ 4 সে. মি। বৃত্তদ্বয়ের কেন্দ্রের মধ্যবর্তী দূরত্ব কত?,1 cm,6 cm,9 cm,14 cm,1 সে.মি,6 সে.মি,9 সে.মি,14 সে.মি,c
"If radisus of a right circular cylinder is 3 cm and height is 7 cm, then what is the area of curved surface of the cylinder?",সমবৃত্তভূমিক বেলনের ভূমির ব্যাসার্ধ 3 সে.মি এবং উচ্চতা 7 সে.মি হলে এর বক্রতলের ক্ষেত্রফল কত?,131.95 sq. cm,188.50 sq. cm,197.95 sq. cm,395.84 sq. cm,131.95 বর্গ সে.মি,188.50 বর্গ সে.মি,197.95 বর্গ সে.মি,395.84 বর্গ সে.মি,a
"If length of side of an equilateral triangle is 4 cm, what is its height?",সমবাহু ত্রিভূজের বাহুর দেঘ্য 4 সে.মি. হলে এর উচ্চতা কত?,8\sqrt{3} cm,4\sqrt{3} cm,2\sqrt{3} cm,\sqrt{3} cm,8\sqrt{3} সে.মি.,4\sqrt{3} সে.মি.,2\sqrt{3} সে.মি.,\sqrt{3} সে.মি.,c
"Length of three sides are given. In which case, a right angled triangle can be drawn?",তিনটি বাহুর দৈঘ্য দেওয়া আছে নিচের কোন ক্ষেত্রে সমকোনী ত্রিভূজ আঁকা সম্ভব?,"3 cm, 5 cm, 7 cm","5 cm, 7 cm, 9 cm","4 cm, 5 cm, 8 cm","6 cm, 8 cm, 10 cm","3 cm, 5cm , 7cm","5cm , 7cm, 9cm","4cm, 5cm, 8cm","6cm, 8cm, 10cm",d
Where is the circumcentre of a right angled triangle located?,সমকোনী ত্রিভূজের পরিকেন্দ্র কোথায় অবস্থিত?,On the hypotenuse,On the perpendicular,Inside the triangle,Outside the triangle,অতিভূজের উপর,লম্বের উচর,ত্রিভূজের অভ্যন্তরে,ত্রিভূজের বহিভাগে,a
Which one is the tabular form of the set \{x \in z:x^{2} - 9 = 10\}?,{x \epsilon \mathbb{Z} : x^{2} - 9 = 0} এর তালিকা পদ্ধতিতে প্রকাশিত রূপ কোনটি?,\phi,\{-3\},\{3\},"\{-3, 3\}",\varnothing,{- 3},{3},"{- 3, 3}",d
"If x + \frac{1}{x} = 5, then-
i. x^{2} - \frac{1}{x^{2}} = 5\sqrt{21}
ii. x^{3} + \frac{1}{x^{3}} = 110
iii. x^{2} - 5x + 1 = 0
Which one is correct?","x + \frac{1}{x} = 5 হলে -
 i. x^{2} - \frac{1}{x^{2}} = 5\sqrt{21}
 ii. x^{3} + \frac{1}{x^{3}} = 110
 iii. x^{2} - 5x + 1 = 0 
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
"If (x - 2y, 3x + 2y) = (1, 19), which one is the value of (x, y)?","(x - 2y, 3x + 2y) = (1, 19) হলে (x, y) এর মান কোনটি?","(5, 2)","(2, 5)","(9, 4)","(4, 9)","(5,2)","(2,5)","(9,4)","(4,9)",a
"In case of scientific form of a positive number a \times 10^{n}, which one of the following is the interval of 'a'?",যে কোনো ধনাত্মক সংখ্যার বৈজ্ঞানিক রূপ a \times 10^{a} এর ক্ষেত্রে a এর সীমা নিচের কোনটি?,1 < a < 10,1 < a \leq 10,1 \leq a <10,1 \leq a \leq 10,1 < a < 10,1 < a \leq 10,1 \leq a \leq 10,1 \leq a \leq 10,c
Which one of the following is a factor of x^{3} - 2x^{2} - 5x + 6?,নিচের কোনটি x^{3} - 2x^{2} - 5x + 6 এর উৎপাদক?,x + 1,x - 2,x - 3,x + 3,x+1,x-2,x-3,x+3,c
What is the sum of first 2(n + 1) terms of the series 4 - 4 + 4 - 4 + .....?,4-4+4-4+…………….. ধারাটির প্রথম 2(n + 1) সংখ্যক পদের সমষ্টি কত?,8,4,2,0,8,4,2,0,d
What is the 15th term of the series - 8 - 3 + 2 + 7 + .....?,- 8-3+2+7+…….. ধারাটির 15 তম পদ কত,62,67,78,83,62,67,78,83,a
What is the value of \log_{5}(\sqrt[3]{5}\cdot \sqrt{5})?,\log_{5}(\sqrt[3]{5}\cdot \sqrt{5}) এর মান কত?,\frac{6}{5},\frac{5}{6},\frac{1}{4},\frac{1}{6},\frac{6}{5},\frac{5}{6},\frac{1}{4},\frac{1}{6},b
"If \frac{1}{25^{-x}} = 125, what is the value of x?",\frac{1}{25^{-x}} = 125 হলে এর মান কত?,3,\frac{3}{2},1,\frac{2}{3},3,\frac{3}{2},1,\frac{2}{3},b
"What is the median of the numbers 13, 17, 14, 11, 9, 14?","13, 17, 14, 11, 9, 14 সংখ্যাগুলোর মধ্যক কত?",12.5,13,13.5,14,12.5,13,13.5,14,c
"If A = \{a, b, c\} and B = \{a, b\} then-
i. B \cup (A \cup B) = A \cap B
ii. (A - B) \cup B = A
iii. A = A \cap (A \cup B)
Which one is correct?","A= {a,b,c} এবং B= {a,b} হলে- 
 i. B \cup (A \cup B) = A \cap B
 ii. (A - B) \cup B = A
 iii. A = A \cap (A \cup B)
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",c
\sqrt{\frac{1}{\sec^{2}A - A}} = what?,\sqrt{\frac{1}{\sec^{2}A - A}}= কত?,\cot A,\tan A,\cos A,\sin A,cotA,tanA,cosA,sinA,a
The volume of a cube is 24\sqrt{3} cm^{3}. What is the length of the side of the cube?,একটি ঘনকের আয়তন 24\sqrt{3} সে.মি হলে তার ধার কত সে.মি.,2\sqrt{3} cm,3\sqrt{3} cm,6\sqrt{3} cm,8\sqrt{3} cm,2\sqrt{3} সে.মি.,3\sqrt{3} সে.মি.,6\sqrt{3} সে.মি.,8\sqrt{3} সে.মি.,a
The first and 7th terms of a geometric series are \frac{1}{\sqrt{3}} and 9\sqrt{3} respectively. What is the common ratio of the series?,কোন গুণোত্তর ধারার ১ম পদ \frac{1}{\sqrt{3} । ৭ম পদ 9\sqrt{3} হলে সাধারণ অনুপাত কত?,\sqrt{3},3,3\sqrt{3},27,\sqrt{3},3,3\sqrt{3},27,a
How many ex-circle can be drawn on any triangle?,কোন ত্রিভুজের কয়টি বহিবৃত্ত আঁকা যায়?,1,2,3,4,1,2,3,4,c
What is the simplify value of \frac{16^{a}-1}{4^{a}-1}?,\frac{16^{a}-1}{4^{a}-1} এর সরল মান কত?,2^{a}-1,2^{2a}-1,2^{a}+1,2^{2a}+1,2^{a}-1,2^{2a}-1,2^{a}+1,2^{2a}+1,d
"If \cot\theta = \frac{\sqrt{16}}{3}, then what is the value of \cos\theta = ?","\cot\theta = \frac{\sqrt{16}}{3} হলে, \cos\theta এর মান কত?",\frac{3}{5},\frac{5}{3},\frac{4}{5},\frac{5}{4},\frac{3}{5},\frac{5}{3},\frac{4}{5},\frac{5}{4},c
"If \cos 2\theta = \frac{1}{2}, then what is the value of \sin^{2} 2\theta?","\cos 2\theta = \frac{1}{2} হলে, \sin^{2} 2\theta = ?",\frac{1}{4},\frac{1}{3},\frac{3}{4},3,\frac{1}{4},\frac{1}{3},\frac{3}{4},3,c
"If A = \Phi, B = {1}  then A \cup B = ?","A = \Phi, B = {1} হলে, A \cup B = ?",\phi,\{\phi\},\{1\},"\{1, \phi\}",\phi,\{\phi\},\{1\},"\{1, \phi\}",c
"If f(x) = \frac{x}{2} + 1, then \left ( \frac{1}{x} \right ) = ?","f(x) = \frac{x}{2} + 1, হলে \left ( \frac{1}{x} \right ) = কত?",2x + 1,\frac{1}{x} + 2,\frac{1}{2x} + 1,\frac{2}{x} + 1,2x + 1,\frac{1}{x} + 2,\frac{1}{2x} + 1,\frac{2}{x} + 1,c
"If a^{2} + frac{1}{a^{2}} = 11 -
i. a - \frac{1}{a} = 3
ii. \left (a + \frac{1}{a} \right)^{2} = 13
iii. a^{3} - \frac{1}{a^{3}} = 18
Which one is correct?","a^{2} + frac{1}{a^{2}} = 11 হলে-
 i. a - \frac{1}{a} = 3
 ii. \left (a + \frac{1}{a} \right)^{2} = 13
 iii. a^{3} - \frac{1}{a^{3}} = 18
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",a
What is the value of \log_{2\sqrt{2}} 8 + \log_{4} 2?,\log_{2\sqrt{2}} 8 + \log_{4} 2 এর মান কত?,\frac{5}{2},\frac{7}{2},4,5,\frac{5}{2},\frac{7}{2},4,5,a
What will be the simple profit of Tk. 1500 in 3 years at simple interest 5 percent per annum?,5% হার মুনাফায় 1500 টকার 3 বছরের সরল মুনাফা কত টাকা?,Tk. 225,Tk. 1615,Tk. 1725,Tk. 1775,225টাকা,1615 টাকা,1725 টাকা,1775 টাকা,a
"If 7 + x + y + 56 + is a geometric series then, what is the value of y?",7+x+y+56+……… গুনোত্তর ধারা হলে y এর মান কত?,2,14,28,56,2,14,28,56,c
What is the characteristics of \log of the number 0.1000005?,0.1000005 এর লগের পূর্ণক কত?,\bar{1},\bar{5},\bar{6},\bar{8},1,5,6,8,a
"If the area of a square is 16 cm^{2}, what is the length of diagonal of the square?",একটি বর্গের ক্ষেত্রফল 16 বর্গ সে.মি. হলে কর্ণের দের্ঘ্য কত হবে?,4 cm,4\sqrt{2} cm,8 cm,8\sqrt{2} cm,4 সে.মি.,4\sqrt{2} সে.মি.,8 সে.মি.,8\sqrt{2} সে.মি.,b
"If two circle having 8 cm and 4 cm diameters touch each other externally, what is the distance between centres of the circle?",8 সে.মি. ও 4 সে.মি. ব্যাস বিশিষ্ট দুটি বৃত্ত বহিস্পর্শ করলে তাদের কেন্দ্রদ্বয়ের মধ্যবর্তী দূরত্ব কত সে.মি. হবে?,2 cm,4 cm,6 cm,12 cm,2 সে.মি.,4 সে.মি.,6 সে.মি.,12 সে.মি.,c
"If A = \{2, 4, 6, 8\} then-
proper subset number is 15
ii. A = \{x \in \mathbb{N}:x is even number and x \leq 8\}
iii. in the set A the number of element is 4 by 2 divisible by 2 is 4
Which one is correct?","A = {2,4,6,8} সেটটির-
 i. প্রকৃত উপসেটের সংখ্যা 15
 ii. A= {x \in \mathbb{N} : x, জোড়সংখ্যা এবং x \leq 8}
 iii. A সেটে 2 দ্বারা বিভাজ্য উপাদন সংখ্যা 4টি 
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
What is the sum of first 50 natural numbers?,১ম 50 টি স্বাভাবিক সংখ্যার সমষ্টি কত?,1250,1275,2500,2550,1250,1275,2500,2550,b
How many planes are there in a cube?,ঘনকের তল আছে কয়টি?,2,3,4,6,2,3,4,6,d
"For a circle-
i. the angle inscribed in the semi-circle is a straight angle
ii. the perpendicular bisector of any chord passes through the centre of the circle
iii. the middle points of equal chords of a circle are concyclic
Which one is correct?","বৃত্তের ক্ষেত্রে-
 i. অর্ধবৃত্তস্থ কোন এক সরল কোণ
 ii. যেকোনো জ্যা এর লম্বদ্বিখন্ডক কেন্দ্রগামী 
 iii. বৃত্তের সমান সমান জ্যা এর মধ্যবিন্দুগুলো সমবৃত্ত
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",c
What is the general term of the series 3 + 9 + 27 + 81 + .....?,3+9+27+81+….. ধারাটির সাধারণ পদ কত?,3^{n - 2},3^{n + 1},3^{n + 2},3^{n},3^{n - 2},3^{n + 1},3^{n + 2},3^{n},d
\frac{1}{\tan{A}} \sqrt{1 - \cos^{2}A} = ?,\frac{1}{\tan{A}} \sqrt{1 - \cos^{2}A} = কত?,\frac{\sin^{2}A}{\cos{A}},\frac{\cos^{2}A}{\sin A},\sin A,\cos A,\frac{\sin^{2}A}{\cos{A}},\frac{\cos^{2}A}{\sin A},\sin A,\cos A,d
"If \frac{1}{a} = 3 + 2\sqrt{2}, then a - \frac{1}{a} = ?","\frac{1}{a} = 3 + 2\sqrt{2} হলে, a - \frac{1}{a} = ?",- 4\sqrt{2},-4,0,4\sqrt{2},- 4\sqrt{2},-4,0,4\sqrt{2},a
"If x + y =\sqrt{7} and xy = 1, then x - y = ?","x + y =\sqrt{7} এবং xy = 1 হলে, x - y = ?",\sqrt{3},3,\sqrt{11},7,\sqrt{3},3,\sqrt{11},7,a
What is the common difference of the series 14 + 10 + 6 + 2 + .....?,14+10+6+2+…… ধারাটির সাধারণ অন্তর কত?,2,4,-2,-4,2,4,-2,-4,d
If a + b = \sqrt{6} and a - b = \sqrt{5} then what is the value of 4ab?,a + b = \sqrt{6} এবং a - b = \sqrt{5} হলে 4ab এর মান কত?,1,\frac{1}{2},11,\frac{11}{2},1,\frac{1}{2},11,\frac{11}{2},a
Which one is the inscribed angle on the major arc?,কোন বৃত্তের অধিচাপে অন্তলিখিত কোণ নিচের কোনটি?,Acute angle,Right angle,Obtuse angle,Straight angle,সূক্ষ্মকোণ,সমকোণ,স্থূলকোণ,সরলকোণ,c
What is the distance between two centres of the circles with radius 5 cm and 7 cm respectively when they touch each other internally?,5 সে.মি. ও 7 সে.মি. ব্যাসার্ধের দুটি বৃত্ত পরস্পরকে অন্তঃস্পর্শ করলে তাদের কেন্দ্রদ্বয়ের দূরত্ব কত?,2 cm,5 cm,7 cm,12 cm,2 সে.মি.,5 সে.মি.,7সে.মি.,12 সে.মি.,a
What is the sum of first 2n terms of the series 1 - 1 + 1 - 1 + .....?,1-1+1-1+……. ধারাটির প্রথম 2n সংখ্যক পদের সমষ্টি কত?,0,1,2,2n,0,1,2,2n,a
a^{n + 1} . a^{-n} = what?,a^{n + 1} . a^{-n} = কত?,a,a^{-1},a^{\frac{1}{n} + 1},a^{n + \frac{1}{n}},a,a^{-1},a^{\frac{1}{n} + 1},a^{n + \frac{1}{n}},a
"For which from the following three sides, it is possiblke to draw a triangle?",নিচের কোন তিনটি বাহুর ক্ষেত্রে ত্রিভূজ অঙ্কন করা সম্বব?,"5 cm, 6 cm and 18 cm","6 cm, 7 cm and 18 cm","7 cm, 9 cm and 17 cm","6 cm, 9 cm and 13 cm","5 সে.মি. , 6 সে.মি. ও 18 সে.মি.","6 সে.মি. , 7 সে.মি. ও 18 সে.মি.","7 সে.মি. , 9 সে.মি. ও 17 সে.মি.","6 সে.মি. , 9 সে.মি. ও 13 সে.মি.",d
What is the value of \log_{5} \sqrt[5]{5}?,\log_{5} \sqrt[5]{5} এর মান কত?,\frac{2}{3},\frac{3}{2},\frac{5}{2},\frac{3}{5},\frac{2}{3},\frac{3}{2},\frac{5}{2},\frac{3}{5},b
What is the nth term of the series ar + ar^{3} + ar^{5} + .....?,ar + ar^{3} + ar^{5} + ..... ধারাটির n তম পদ কত?,ar^{n},ar^{n - 1},ar^{2n - 1},ar^{2n - 2},ar^{n},ar^{n - 1},ar^{2n - 1},ar^{2n - 2},c
Which one of the following is the example of discrete variable?,নিচের কোনটি বিচ্ছিন্ন চলকের উদাহরণ?,Population,Age,Height,Temperature,জনসংখ্যা,বয়স,উচ্চতা,তাপমাত্রা,a
"How many subsets of P = \{a, b, c\}?","P= {a,b,c} এর উপসেট কতটি?",3,6,7,8,3টি,6টি,7টি,8টি,d
Which one of the following is a factor of 2p^{3} - p - 1?,নিচের কোনটি 2p^{2} - p - 1 এর একটি উৎপাদক?,p - 1,p + 1,2p - 1,p + 2,p-1,p+1,2p-1,p+2,a
What is the characteristic of the common \log of 0.0625?,0.0625 সংখ্যাটি সাধারণ লগের পূর্ণক কত?,\bar{2},\bar{1},1,2,\bar{2},\bar{1},1,2,a
"\tan(24 - 45\degree) = 1 = 3 \sin B
What is the value of A?","tan (2A - 45\degree) = 1 = 3sinB
 
 A এর মান কত?",30\degree,45\degree,60\degree,90\degree,30\degree,45\degree,60\degree,90\degree,b
"\tan(24 - 45\degree) = 1 = 3 \sin B
\cos^{2} B = what?","tan (2A - 45\degree) = 1 = 3sinB
 
 cos^{2}B = কত?",\frac{10}{9},\frac{8}{9},\frac{\sqrt{10}}{3},\frac{2\sqrt{2}}{3},\frac{10}{9},\frac{8}{9},\frac{\sqrt{10}}{3},\frac{2\sqrt{2}}{3},b
"If f(x) = 3x^{2} + 4Kx then for what value of K, f(-2) = 0?",যদি f(x) = 3x^{2} + 4kx হয় তবে k এর কোন মানের জন্য f(-2) = 0 হবে?,\frac{3}{2},-\frac{3}{2},3,-3,\frac{3}{2},-\frac{3}{2},3,-3,a
If the diameter of a circle is 10 cm then what is its circumference?,একটি বৃত্তের ব্যাস 10 সে.মি. হলে এর পরিধি কত?,31.42 cm (approx.),62.83 cm (approx.),78.54 cm (approx.),157.08 cm (approx.),31.42 সে.মি (প্রায়),62.83 সে.মি (প্রায়),78.54 সে.মি (প্রায়),157.08 সে.মি (প্রায়),a
Where the circumcentre of a right angled triangle situated?,সমকোণী ত্রিভূজের পরিকেন্দ্র কোথায় অবস্থান করে?,Inside the triangle,Outside the triangle,On the hypotenuse,On the base,ত্রিভূজের অভ্যন্তরে,ত্রিভূজের বাইরে,অতিভূজের উপর,ভূমির উপর,c
"For first n natural numbers-
i. summation = \frac{n(n + 1)}{2}
ii. sum of square = \frac{n^{2}(n + 1)^{2}}{2}
iii. sum of cubes = \frac{n^{2}(n + 1)^{2}}{4}
Which one is correct?","প্রথম n সংখ্যক স্বাভাবিক সংখ্যার-
 i. সমষ্টি = \frac{n(n + 1)}{2}
 ii. বর্গের সমষ্টি = \frac{n^{2}(n + 1)^{2}}{2}
 iii. ঘনের সমষ্টি = \frac{n^{2}(n + 1)^{2}}{4}
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",b
If the length of side of an equilateral triangle is 6 cm then what is the area of the triangle?,"সমবাহু ত্রিভূজের বাহুর দৈর্ঘ্য 6 সে.মি. হলে, এর ক্ষেত্রফল কত?",\sqrt{3} sq. cm,3\sqrt{3} sq. cm,9\sqrt{3} sq. cm,36\sqrt{3} sq. cm,\sqrt{3} বর্গ সে.মি.,3\sqrt{3} বর্গ সে.মি.,9\sqrt{3} বর্গ সে.মি.,36\sqrt{3} বর্গ সে.মি.,c
"Which one is the domain of relation R = \{(-3^{\prime}, 2), (3^{\prime}, 3) (4^{\prime}, 3)\}?","R ={(-3,2),(3,3), (4,3)} অন্বয়ের ডোমেন নিচের কোনটি?","\{2, 3\}","\{3, 4\}","\{-3, 3, 4\}","\{2, -3, 3\}","{2,3}","{3,4}","{-3,3,4}","{2,3,3}",c
Which one is the identity?,নিচের কোনটি অভেদ?,(x + 2)^{2} + (x - 2)^{2} - 2x^{2} + 8,(x + y)^{2} + (x - y)^{2} = 4xy,(x + y)^{2} - (x - y)^{2} = 2(x^{2} + y^{2}),(x + 4)^2 + (x - 4)^{2} = 2x^{2} + 16,(x + 2)^{2} + (x - 2)^{2} - 2x^{2} + 8,(x + y)^{2} + (x - y)^{2} = 4xy,(x + y)^{2} - (x - y)^{2} = 2(x^{2} + y^{2}),(x + 4)^2 + (x - 4)^{2} = 2x^{2} + 16,a
"If the perimeter of a square is \frac{a}{2} unit, then which one is its area?",একটি বর্গের পরিসীমা \frac{a}{2} একক। এর ক্ষেত্রফল নিচের কোনটি?,\frac{a^{2}}{2} sq. unit,\frac{a^{2}}{4} sq. unit,\frac{a^{2}}{8} sq. unit,\frac{a^{2}}{64} sq. unit,\frac{a^{2}}{2} বর্গ একক,\frac{a^{2}}{4} বর্গ একক,\frac{a^{2}}{8} বর্গ একক,\frac{a^{2}}{64} বর্গ একক,d
