English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
Which one is the inverse matrix of \begin{bmatrix} 2 & -1 \\ 5 & -3 \end{bmatrix}?,\begin{bmatrix} 2 & -1 \\ 5 & -3 \end{bmatrix} এর বিপরীত ম্যাট্রিক্স কোনটি?,\begin{bmatrix} 3 & -1 \\ 5 & -2 \end{bmatrix},\begin{bmatrix} -3 & 1 \\ -5 & 2 \end{bmatrix},\begin{bmatrix} -3 & 5 \\ -1 & 2 \end{bmatrix},\begin{bmatrix} 3 & 1 \\ -5 & -2 \end{bmatrix},\begin{bmatrix} 3 & -1 \\ 5 & -2 \end{bmatrix},\begin{bmatrix} -3 & 1 \\ -5 & 2 \end{bmatrix},\begin{bmatrix} -3 & 5 \\ -1 & 2 \end{bmatrix},\begin{bmatrix} 3 & 1 \\ -5 & -2 \end{bmatrix},a
What is the slope of the perpendicular line of 2y - 3x + 1 = 0?,2y - 3x + 1 = 0 এর লম্ব রেখার ঢাল কত?,- \frac{3}{2},- \frac{2}{3},\frac{2}{3},\frac{3}{2},- \frac{3}{2},- \frac{2}{3},\frac{2}{3},\frac{3}{2},b
At which condition will be function y = f(x) at the point x = a be increasing?,y = f(x) ফাংশনটি x = a বিন্দুতে ক্রমবর্ধমান হবে?,\frac{dy}{dx} < 0,\frac{dy}{dx} > 0,\frac{dy}{dx} = 0,\frac{d^{2}y}{dx^{2}} = 0,\frac{dy}{dx} < 0,\frac{dy}{dx} > 0,\frac{dy}{dx} = 0,\frac{d^{2}y}{dx^{2}} = 0,b
\frac{d}{dx} (5^{x}) = ?,\frac{d}{dx} (5^{x}) = কত?,5^{x}ln5,5^{x},5^{x-1}x,5^{x}lnx,5^{x}ln5,5^{x},5^{x-1}x,5^{x}lnx,a
For what value of k will the matrix \begin{bmatrix} k & -2 \\ 2 & k-4 \end{bmatrix} be singular?,k এর কোন মানের জন্য \begin{bmatrix} k & -2 \\ 2 & k-4 \end{bmatrix} ম্যাট্রিক্সটি ব্যতিক্রমী হবে?,\text{-4},\text{-2},2,4,\text{-4},\text{-2},2,4,c
"If \int_{1}^{5} \frac{dx}{2x - 1} = lnP, then what is the value of P?",যদি \int_{1}^{5} \frac{dx}{2x - 1} = lnP হয় তবে P এর মান কত?,3,9,10,81,3,9,10,81,a
"The straight line 3y - 2x + 6 = 0-
 i. intersects the y axis at (0, 2).
 ii. intercepts 3 units from the x-axis
 iii. forms the triangle of area 3 sq. units with the coordinate axes.
 Which one is correct?","3y - 2x + 6 = 0 রেখাটি-
 i. y অক্ষকে (0, 2) বিন্দুতে ছেদ করে
 ii. x অক্ষ হতে 3 একক অংশ খণ্ডন করে
 iii. অক্ষদ্বয়ের সাথে 3 বর্গ একক ক্ষেত্রফলবিশিষ্ট ত্রিভুজ গঠন করে
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",c
"What is the co-factor of the (3, 1)th entry of \begin{vmatrix} 1 & -1 & 2 \\ 2 & -2 & 1 \\ -3 & 4 & -5 \end{vmatrix} ?","\begin{vmatrix} 1 & -1 & 2 \\ 2 & -2 & 1 \\ -3 & 4 & -5 \end{vmatrix} এ (3, 1) তম ভুক্তির সহগুণক কত?",\text{-9},\text{-3},3,9,\text{-9},\text{-3},3,9,c
"f(x) = tanx and g(x) = sec^{2}x.
 
 \int f(x) dx = ?","f(x) = tanx এবং g(x) = sec^{2}x.
 
 \int f(x) dx = কত?",- ln cosx + c,- ln secx + c,ln cosx + c,ln sinx + c,- ln cosx + c,- ln secx + c,ln cosx + c,ln sinx + c,a
"f(x) = tanx and g(x) = sec^{2}x.
 
 \int_{0}^{\frac{\pi}{4}} e^{x} {f(x) + g(x)} dx = ?","f(x) = tanx এবং g(x) = sec^{2}x.
 
 \int_{0}^{\frac{\pi}{4}} e^{x} {f(x) + g(x)} dx = কত?",0,e^{\frac{\pi}{4}},1,e^{\frac{\pi}{4}} - 1,0,e^{\frac{\pi}{4}},1,e^{\frac{\pi}{4}} - 1,b
What is the area bounded by the straight lines x = 3 and y = \pm x in sq. units?,x = 3 এবং y = \pm x সরলরেখাগুলো দ্বারা আবদ্ধ ক্ষেত্রে ক্ষেত্রফল কত বর্গ একক?,3,\frac{9}{2},6,9,3,\frac{9}{2},6,9,d
"If B is a matrix of order 2 \times 2 and |B|= 5, then what are the value of |3B|?",B একটি 2 \times 2 আকারের ম্যাট্রিক্স এবং |B|= 5 হলে |3B| এর মান কত?,5,15,20,45,5,15,20,45,d
"If f(x) = cosx, then-
 i. f'(2t) = - sin2t
 ii. \int f \left ( \frac{\pi}{2} - x \right ) dx = - cosx + c
 iii. \int_{0}^{\frac{\pi}{4}} f(x)dx = \frac{1}{2}
 Which one is correct?","f(x) = cosx হলে-
 i. f'(2t) = - sin2t
 ii. \int f \left ( \frac{\pi}{2} - x \right ) dx = - cosx + c
 iii. \int_{0}^{\frac{\pi}{4}} f(x)dx = \frac{1}{2}
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",c
What is the acute angle between the straight lines y = 2x + 3 and 3x - y + 5 = 0?,y = 2x + 3 এবং 3x - y + 5 = 0ন রেখাদ্বয়ের মধ্যবর্তী সূক্ষ্মকোণ কত?,tan^{-1} \left ( - \frac{1}{7} \right ),tan^{-1} \left ( \frac{1}{7} \right ),- tan^{-1} \left ( \frac{1}{7} \right ),tan^{-1} (7),tan^{-1} \left ( - \frac{1}{7} \right ),tan^{-1} \left ( \frac{1}{7} \right ),- tan^{-1} \left ( \frac{1}{7} \right ),tan^{-1} (7),b
What is the abscissa of the point at which the tangent to the curve y = x lnx is parallel to the x-axis?,y = x lnx বক্ররেখার যে বিন্দুতে স্পর্শক x অক্ষের সমান্তরাল তার ভুজ কত?,e,- e,\frac{1}{e},- \frac{1}{e},e,- e,\frac{1}{e},- \frac{1}{e},c
Which one of the following is the value of lim \lim_{x \to 0} \frac{x}{sinx\degree} ?,\lim_{x \to 0} \frac{x}{sinx\degree} এর মান নিচের কোনটি?,0,\frac{180}{\pi},\frac{\pi}{180},1,0,\frac{180}{\pi},\frac{\pi}{180},1,b
"If \int \frac{4x^{x}}{1 + x^{8}} dx = f(x) + c, then what is the value of f(x)?",\int \frac{4x^{x}}{1 + x^{8}} dx = f(x) + c হলে f(x) এর মান কত?,\frac{1}{1 + x^{2}},sin^{-1} x^{3},tan^{-1}x^{4},tan^{-1}x^{3},\frac{1}{1 + x^{2}},sin^{-1} x^{3},tan^{-1}x^{4},tan^{-1}x^{3},c
"What is the polar coordinates of the part (-\sqrt{3}, -1)?","(-\sqrt{3}, -1) বিন্দুর পোলার স্থানাঙ্ক কত?","\left ( 2, \frac{7\pi}{6} \right )","\left ( 2, \frac{\pi}{6} \right )","\left ( 4, \frac{\pi}{4} \right )","\left ( 4, \frac{7\pi}{6} \right )","\left ( 2, \frac{7\pi}{6} \right )","\left ( 2, \frac{\pi}{6} \right )","\left ( 4, \frac{\pi}{4} \right )","\left ( 4, \frac{7\pi}{6} \right )",a
"If p = \begin{bmatrix} 3 & 0 & 0 \\ 0 & 4 & 0 \\ 0 & 0 & 5 \end{bmatrix}, then what is the value of |p|?",p = \begin{bmatrix} 3 & 0 & 0 \\ 0 & 4 & 0 \\ 0 & 0 & 5 \end{bmatrix} হলে |p| এর মান কত?,12,20,60,120,12,20,60,120,c
What is the slope of the line y = 2x + 3?,y = 2x + 3 রেখাটির ঢাল কত?,2,\text{-2},\frac{1}{2},- \frac{1}{2},2,\text{-2},\frac{1}{2},- \frac{1}{2},a
"If P = \begin{pmatrix} 1 & -1 \\ 0 & 3 \end{pmatrix}, then the value of P^{2} - 2I is-",P = \begin{pmatrix} 1 & -1 \\ 0 & 3 \end{pmatrix} হলে P^{2} - 2I এর মান হয়-,\begin{pmatrix} 1 & -4 \\ 0 & 7 \end{pmatrix},\begin{pmatrix} -1 & -4 \\ 0 & 7 \end{pmatrix},\begin{pmatrix} 1 & -4 \\ 0 & 9 \end{pmatrix},\begin{pmatrix} 0 & -4 \\ 0 & 8 \end{pmatrix},\begin{pmatrix} 1 & -4 \\ 0 & 7 \end{pmatrix},\begin{pmatrix} -1 & -4 \\ 0 & 7 \end{pmatrix},\begin{pmatrix} 1 & -4 \\ 0 & 9 \end{pmatrix},\begin{pmatrix} 0 & -4 \\ 0 & 8 \end{pmatrix},b
\int \frac{f'(x)}{\sqrt{f(x)}} dx = ?,\int \frac{f'(x)}{\sqrt{f(x)}} dx = কত?,lnf(x) + c,2\sqrt{f(x)} + c,f'(x) + c,f(x) + c,lnf(x) + c,2\sqrt{f(x)} + c,f'(x) + c,f(x) + c,b
"If A = \begin{pmatrix} 2 & 3 \\ 4 & 5 \end{pmatrix} and B = \begin{pmatrix} 2 & 3 & 1 \\ 4 & 5 & 1 \end{pmatrix}, then-
 i. A - B = \begin{pmatrix} 0 & 0 & -1 \\ 0 & 0 & -1 \end{pmatrix}
 ii. The order of A^{T}B is 2 \times 3
 iii. AB is determinable
 Which one is correct?","A = \begin{pmatrix} 2 & 3 \\ 4 & 5 \end{pmatrix} ও B = \begin{pmatrix} 2 & 3 & 1 \\ 4 & 5 & 1 \end{pmatrix} হলে-
 i. A - B = \begin{pmatrix} 0 & 0 & -1 \\ 0 & 0 & -1 \end{pmatrix}
 ii. A^{T}B এর মাত্রা 2 \times 3
 iii. AB নির্ণয়যোগ্য
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",c
\lim_{x \to \infty} \frac{2x + 1}{5x^{2} - 6} = ?,\lim_{x \to \infty} \frac{2x + 1}{5x^{2} - 6} = কত?,\frac{1}{5},\frac{2}{5},- \frac{1}{6},0,\frac{1}{5},\frac{2}{5},- \frac{1}{6},0,d
"2x + 5y + 1 = 0 and - kx + 10y - 3 = 0 are the equations of two straight lines.
 
 If the straight lines are perpendicular to each other, then what is the value of k?","2x + 5y + 1 = 0 এবং - kx + 10y - 3 = 0 দুইটি সরলরেখার সমীকরণ।
 
 রেখাদ্বয় পরস্পর লম্ব হলে k এর মান কত?",\text{-4},\text{-3},21,25,\text{-4},\text{-3},21,25,d
"2x + 5y + 1 = 0 and - kx + 10y - 3 = 0 are the equations of two straight lines.
 
 Which is the equation passing through the point (1, 0) and parallel to the first straight line?","2x + 5y + 1 = 0 এবং - kx + 10y - 3 = 0 দুইটি সরলরেখার সমীকরণ।
 
 (1, 0) বিন্দুগামী প্রথম রেখার সমান্তরাল রেখার সমীকরণ কোনটি?",2x + 5y - 2 = 0,2x + 5y + 2 = 0,5x - 2y - 5 = 0,5x - 2y + 5 = 0,2x + 5y - 2 = 0,2x + 5y + 2 = 0,5x - 2y - 5 = 0,5x - 2y + 5 = 0,a
What is the value of \frac{d^{7}}{dx^{7}} (5x^{6})?,\frac{d^{7}}{dx^{7}} (5x^{6}) এর মান কত?,61,71,0,30,6!,7!,0,30,c
Which one is correct for increasing function?,ক্রমবর্ধমান ফাংশনের ক্ষেত্রে নিচের কোনটি সঠিক?,\frac{dy}{dx} \geq 0,\frac{dy}{dx} > 0,\frac{dy}{dx} = 0,\frac{dy}{dx} \leq 0,\frac{dy}{dx} \geq 0,\frac{dy}{dx} > 0,\frac{dy}{dx} = 0,\frac{dy}{dx} \leq 0,b
"M = \begin{bmatrix} 1 & 3 \\ 0 & -1 \end{bmatrix}
 
 The matrix M is-","M = \begin{bmatrix} 1 & 3 \\ 0 & -1 \end{bmatrix} হলে-
 
 M ম্যাট্রিক্সটি-",symmetric,nilpoint,idempotent,involutory,প্রতিসম,শূন্যঘাতি,সমঘাতি,অভেদঘাতি,d
"M = \begin{bmatrix} 1 & 3 \\ 0 & -1 \end{bmatrix}
 
 Which one is the M^{-1}?","M = \begin{bmatrix} 1 & 3 \\ 0 & -1 \end{bmatrix} হলে-
 
 M^{-1} কোনটি?",\begin{bmatrix} 1 & 0 \\ 3 & -1 \end{bmatrix},\begin{bmatrix} - 1 & 0 \\ - 3 & 1 \end{bmatrix},\begin{bmatrix} - 1 & 3 \\ 0 & 1 \end{bmatrix},\begin{bmatrix} 1 & 3 \\ 0 & -1 \end{bmatrix},\begin{bmatrix} 1 & 0 \\ 3 & -1 \end{bmatrix},\begin{bmatrix} - 1 & 0 \\ - 3 & 1 \end{bmatrix},\begin{bmatrix} - 1 & 3 \\ 0 & 1 \end{bmatrix},\begin{bmatrix} 1 & 3 \\ 0 & -1 \end{bmatrix},d
"Which one is the area of enclosed by the curve y = 4x^{2} and x = 1, x = 2?","y = 4x^{2} বক্ররেখা এবং x = 1, x = 2 সরলরেখা দ্বারা আবদ্ধ ক্ষেত্রে ক্ষেত্রফল কোনটি?",\frac{24}{2} sq. units,\frac{32}{3} sq. units,32 sq. units,\frac{28}{3} sq. units,\frac{24}{2} বর্গ একক,\frac{32}{3} বর্গ একক,32 বর্গ একক,\frac{28}{3} বর্গ একক,d
"If F(x) = cosecx, then-
 i. \int F(x) dx = ln |cosec x + cot x| + c
 ii. \int F(x) dx = ln \left | tan\frac{x}{2} \right | + c
 iii. \int F(x) dx = -ln |cosec x + cot x| + c
 Which one is correct?","F(x) = cosecx হলে-
 i. \int F(x) dx = ln |cosec x + cot x| + c
 ii. \int F(x) dx = ln \left | tan\frac{x}{2} \right | + c
 iii. \int F(x) dx = -ln |cosec x + cot x| + c
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",c
Which one is the area of the triangle formed by the straight line \frac{x}{5} + \frac{x}{6} = 1 and the axes of the co-ordinates?,\frac{x}{5} + \frac{x}{6} = 1 রেখাটি অক্ষদ্বয়ের সাথে যে ত্রিভুজ উৎপন্ন করে তার ক্ষেত্রফল কত?,5 sq. units,6 sq. units,15 sq. units,30 sq. units,5 বর্গ একক,6 বর্গ একক,15 বর্গ একক,30 বর্গ একক,c
Which one is the value of \frac{d}{dx} (a^{10})?,\frac{d}{dx} (a^{10}) এর মান কোনটি?,0,a^{10},10a^{9},a^{10}lna,0,a^{10},10a^{9},a^{10}lna,a
Which one is the value of \int_{0}^{e} lnx dx?,\int_{0}^{e} lnx dx এর মান কোনটি?,e,e + 1,e - 1,1,e,e + 1,e - 1,1,d
"\begin{bmatrix} -6 & 0 & 0 \\ 0 & -6 & 0 \\ 0 & 0 & -6 \end{bmatrix} is a-
 i. square matrix
 ii. identity matrix
 iii. scalar matrix
 Which one is correct?","\begin{bmatrix} -6 & 0 & 0 \\ 0 & -6 & 0 \\ 0 & 0 & -6 \end{bmatrix} ম্যাট্রিক্সটি একটি-
 i. বর্গ ম্যাট্রিক্স
 ii. অভেদক ম্যাট্রিক্স
 iii. স্কেলার ম্যাট্রিক্স
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",b
"The distance of a particle is s = 5t^{3} - 9t^{2} + 3t - 2.
 What is the velocity after 4 sec?","কোনো একটি বস্তুর অতিক্রান্ত দূরত্ব s = 5t^{3} - 9t^{2} + 3t - 2 হলে, 4 সেকেন্ড পর বেগ কত হবে?",71,171,243,343,71,171,243,343,b
\frac{d}{dx} (cos7x\degree) = What?,\frac{d}{dx} (cos7x\degree) = কত?,sin7x\degree,- 7 sin7x\degree,- \frac{7\pi}{180} sin 7x\degree,\frac{7\pi}{180} sin 7x\degree,sin7x\degree,- 7 sin7x\degree,- \frac{7\pi}{180} sin 7x\degree,\frac{7\pi}{180} sin 7x\degree,c
"For the straight lines x - 3y + 5 = 0 and 2x - 6y + 9 = 0.
 i. straight lines are parallel
 ii. slope of 2nd equation is \frac{1}{3}
 iii. distance between them is \frac{1}{\sqrt{10}}
 Which one is correct?","x - 3y + 5 = 0 এবং 2x - 6y + 9 = 0 রেখাদ্বয়ের ক্ষেত্রে-
 i রেখাদ্বয় পরস্পর সমান্তরাল
 ii. দ্বিতীয় রেখাটির ঢাল \frac{1}{3}
 iii. এদের মধ্যবর্তী \frac{1}{\sqrt{10}}
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",a
What is the value of x if \frac{x}{lnx} is minimum?,x এর মান কত হলে \frac{x}{lnx} এর মান ক্ষুদ্রতম হবে?,\frac{1}{e},e + 1,- \frac{1}{e},- e,\frac{1}{e},e + 1,- \frac{1}{e},- e,b
Which one is the value of a if the matrix \begin{bmatrix} a-3 & -1 \\ -8 & a + 4 \end{bmatrix} is singular?,"\begin{bmatrix} a-3 & -1 \\ -8 & a + 4 \end{bmatrix} ম্যাট্রিক্সটি ব্যতিক্রমী হলে, a এর মান কোনটি?",0,3,"4, -5","5, -4",0,3,"4, -5","5, -4",c
Which one is the adjoint matrix of A = \begin{bmatrix} 2 & 4 \\ 3 & 5 \end{bmatrix}?,"A = \begin{bmatrix} 2 & 4 \\ 3 & 5 \end{bmatrix} হলে, A এর অ্যাডজয়েন্ট ম্যাট্রিক্স কোনটি?",\begin{bmatrix} 5 & -3 \\ -4 & 2 \end{bmatrix},\begin{bmatrix} 5 & -4 \\ -3 & 2 \end{bmatrix},\begin{bmatrix} 2 & 3 \\ 4 & 5 \end{bmatrix},\begin{bmatrix} -5 & 4 \\ 2 & -3 \end{bmatrix},\begin{bmatrix} 5 & -3 \\ -4 & 2 \end{bmatrix},\begin{bmatrix} 5 & -4 \\ -3 & 2 \end{bmatrix},\begin{bmatrix} 2 & 3 \\ 4 & 5 \end{bmatrix},\begin{bmatrix} -5 & 4 \\ 2 & -3 \end{bmatrix},b
\int_{0}^{\pi} \frac{sin x}{1 + cos^{2}x} dx = What?,\int_{0}^{\pi} \frac{sin x}{1 + cos^{2}x} dx = কত?,\frac{\pi}{2},\frac{\pi}{4},\frac{\pi}{6},\frac{2\pi}{3},\frac{\pi}{2},\frac{\pi}{4},\frac{\pi}{6},\frac{2\pi}{3},a
Which one is the value of \int \frac{x^{2}}{x^{2} - 4} dx?,\int \frac{x^{2}}{x^{2} - 4} dx এর মান কত?,ln \left | \frac{x - 2}{x + 2} \right | + c,\frac{1}{x} ln \left | \frac{x - 2}{x + 2} \right | + c,x - ln \left | \frac{x - 2}{x + 2} \right | + c,x + ln \left | \frac{x - 2}{x + 2} \right | + c,ln \left | \frac{x - 2}{x + 2} \right | + c,\frac{1}{x} ln \left | \frac{x - 2}{x + 2} \right | + c,x - ln \left | \frac{x - 2}{x + 2} \right | + c,x + ln \left | \frac{x - 2}{x + 2} \right | + c,d
"Which one is the polar co-ordinates of the point (-3, 3)?","(-3, 3) বিন্দুর পোলার স্থানাঙ্ক কোনটি?","\left ( 3\sqrt{2}, \frac{-\pi}{4} \right )","\left ( 3\sqrt{2}, \frac{3\pi}{4} \right )","\left ( 3\sqrt{2}, \frac{\pi}{4} \right )","\left ( 3\sqrt{2}, \frac{5\pi}{4} \right )","\left ( 3\sqrt{2}, \frac{-\pi}{4} \right )","\left ( 3\sqrt{2}, \frac{3\pi}{4} \right )","\left ( 3\sqrt{2}, \frac{\pi}{4} \right )","\left ( 3\sqrt{2}, \frac{5\pi}{4} \right )",b
Which one is the angle between the straight lines 4x - 3y + 12 = 0 and 3x + 4y - 9 = 0?,4x - 3y + 12 = 0 এবং 3x + 4y - 9 = 0ন রেখা দুটির মধ্যবর্তী কোণ কোনটি?,45\degree,60\degree,90\degree,120\degree,45\degree,60\degree,90\degree,120\degree,c
"If y = ln(lnx), the \frac{dy}{dx} = What?","y = ln(lnx) হলে, \frac{dy}{dx} = ?",\frac{1}{x},\frac{1}{ln(x)},\frac{ln(x)}{x},\frac{1}{xln(x)},\frac{1}{x},\frac{1}{ln(x)},\frac{ln(x)}{x},\frac{1}{xln(x)},d
What is the value of a if the straight lines 2x + 3y = 7 and 3ax - 5by + 15 = 0 represent the same straight line?,2x + 3y = 7 এবং 3ax - 5by + 15 = 0 সমীকরণ দুটি একই সরলরেখা প্রকাশ করলে ধ্রুবক a এর মান কত?,\frac{10}{7},- \frac{10}{7},\frac{5}{7},- \frac{5}{7},\frac{10}{7},- \frac{10}{7},\frac{5}{7},- \frac{5}{7},b
"What is the slope of the curve y = x^{2} - xy at the point \left ( \frac{1}{2}, \frac{1}{6} \right )?","y = x^{2} - xy বক্ররেখার \left ( \frac{1}{2}, \frac{1}{6} \right ) বিন্দুতে স্পর্শকের ঢাল কত?",\frac{1}{6},\frac{1}{2},\frac{5}{9},1,\frac{1}{6},\frac{1}{2},\frac{5}{9},1,c
\lim_{\theta \to 0} \frac{tan^{-1} \frac{\theta}{2}}{\theta} = What?,\lim_{\theta \to 0} \frac{tan^{-1} \frac{\theta}{2}}{\theta} এর মান কত?,0,\frac{1}{2},1,2,0,\frac{1}{2},1,2,b
"3x - 4y + 8 = 0 is a straight line.
 
 What is the perpendicular distance from the origin to the give straight line?","3x - 4y + 8 = 0 একটি সরলরেখা।
 
 মূলবিন্দু থেকে রেখাটির লম্ব দূরত্ব কত?",\frac{8}{25},\frac{8}{5},\frac{25}{8},8,\frac{8}{25},\frac{8}{5},\frac{25}{8},8,b
"Which one of the following is the equation of a straight line which passes through the point (3, - 4) and parallel to y-axis?","(3, - 4) বিন্দুগামী এবং y-অক্ষের সমান্তরাল সরলরেখার সমীকরণ কোনটি?",x - 3 = 0,x + 3 = 0,y - 4 = 0,y + 4 = 0,x - 3 = 0,x + 3 = 0,y - 4 = 0,y + 4 = 0,a
What is the value of \frac{d}{dx}(cosec^{-1}x)?,\frac{d}{dx}(cosec^{-1}x) এর মান কোনটি?,\frac{1}{x\sqrt{x^{2} - 1}},\frac{- 1}{x\sqrt{x^{2} - 1}},\frac{1}{x\sqrt{1 - x^{2}}},\frac{- 1}{x\sqrt{1 - x^{2}}},\frac{1}{x\sqrt{x^{2} - 1}},\frac{- 1}{x\sqrt{x^{2} - 1}},\frac{1}{x\sqrt{1 - x^{2}}},\frac{- 1}{x\sqrt{1 - x^{2}}},b
"\begin{vmatrix} 3 & -2 & 5 \\ 4 & 0 & 6 \\ -1 & 7 & 10 \end{vmatrix} What is the cofactor of (2, 3)th element of the determinant?","\begin{vmatrix} 3 & -2 & 5 \\ 4 & 0 & 6 \\ -1 & 7 & 10 \end{vmatrix} নির্ণায়কের (2, 3) তম ভুক্তির সহগুণক কত?",114,19,\text{- 19},\text{- 114},114,19,\text{- 19},\text{- 114},c
"What is the polar coordinate of the point (- 3\sqrt{3}, 3)?","(- 3\sqrt{3}, 3) বিন্দুর পোলার স্থানাঙ্ক কোনটি?","\left ( 6, \frac{11\pi}{6} \right )","\left ( 6, \frac{5\pi}{6} \right )","\left ( 6, \frac{5\pi}{3} \right )","\left ( 6, \frac{2\pi}{3} \right )","\left ( 6, \frac{11\pi}{6} \right )","\left ( 6, \frac{5\pi}{6} \right )","\left ( 6, \frac{5\pi}{3} \right )","\left ( 6, \frac{2\pi}{3} \right )",b
"If f(x) = tan^{-1}\left ( \frac{2x}{1 - x^{2}} \right ) and g(x) = sin^{-1}(sin\sqrt{x}), then-
 i. f'(x) = \frac{2}{1 + x^{2}}
 ii. g'(x) = \frac{1}{\sqrt{x}}
 iii. f(1) = \frac{\pi}{2}
 Which one is correct?","f(x) = tan^{-1}\left ( \frac{2x}{1 - x^{2}} \right ) এবং g(x) = sin^{-1}(sin\sqrt{x}) হলে-
 i. f'(x) = \frac{2}{1 + x^{2}}
 ii. g'(x) = \frac{1}{\sqrt{x}}
 iii. f(1) = \frac{\pi}{2}
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i এবং ii,ii এবং iii,i এবং iii,"i, ii এবং iii",c
What is the value of cosec(- 330\degree)?,cosec(- 330\degree) এর মান কত?,\text{- 2},\frac{- 2}{\sqrt{3}},\frac{2}{\sqrt{3}},2,\text{- 2},\frac{- 2}{\sqrt{3}},\frac{2}{\sqrt{3}},2,d
What is the inverse matrix of \begin{bmatrix} -1 & 0 \\ - \frac{1}{2} & 1 \end{bmatrix},\begin{bmatrix} -1 & 0 \\ - \frac{1}{2} & 1 \end{bmatrix} এর বিপরীত ম্যাট্রিক্স কোনটি?,\begin{bmatrix} -1 & 0 \\ - \frac{1}{2} & 1 \end{bmatrix},\begin{bmatrix} 1 & 0 -\frac{1}{2} & -1 \end{bmatrix},\begin{bmatrix} -1 & -\frac{1}{2} \\ 0 & 1 \end{bmatrix},\begin{bmatrix} 1 & - \frac{1}{2} \\ 0 & -1 \end{bmatrix},\begin{bmatrix} -1 & 0 \\ - \frac{1}{2} & 1 \end{bmatrix},\begin{bmatrix} 1 & 0 -\frac{1}{2} & -1 \end{bmatrix},\begin{bmatrix} -1 & -\frac{1}{2} \\ 0 & 1 \end{bmatrix},\begin{bmatrix} 1 & - \frac{1}{2} \\ 0 & -1 \end{bmatrix},a
"If f(x) = \frac{x}{3} and g(x) = x^{2}, then-
 i. \int f(x) dx = \frac{x^{2}}{6} + c
 ii. \int \frac{- 1}{1 + g(x)} = - cotx + c
 iii. g''(0) = 2
 Which one is correct?","f(x) = \frac{x}{3} এবং g(x) = x^{2} হলে-
 i. \int f(x) dx = \frac{x^{2}}{6} + c
 ii. \int \frac{- 1}{1 + g(x)} = - cotx + c
 iii. g''(0) = 2
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i এবং ii,ii এবং iii,i এবং iii,"i, ii এবং iii",c
"What is the equation of a circle which passe through the point (-2, 3) and touches y-axis?","(-2, 3) বিন্দুতে কেন্দ্র এবং y-অক্ষকে স্পর্শ করে এরূপ বৃত্তের সমীকরণ কোনটি?",x^{2} + y^{2} + 4x - 6y + 9 = 0,x^{2} + y^{2} - 4x + 6y + 9 = 0,x^{2} + y^{2} + 4x - 6y + 4 = 0,x^{2} + y^{2} - 4x + 6y + 4 = 0,x^{2} + y^{2} + 4x - 6y + 9 = 0,x^{2} + y^{2} - 4x + 6y + 9 = 0,x^{2} + y^{2} + 4x - 6y + 4 = 0,x^{2} + y^{2} - 4x + 6y + 4 = 0,a
"2x - ky + 1 = 0 and 3x + 2y - 6 = 0 are equation of two straight lines.
 
 What is the slope of perpendicular of second straight line?","2x - ky + 1 = 0 ও 3x + 2y - 6 = 0 দুইটি সরলরেখার সমীকরণ।
 
 দ্বিতীয় রেখাটির লম্ব রেখার ঢাল কত?",\frac{3}{2},\frac{2}{3},- \frac{2}{3},- \frac{3}{2},\frac{3}{2},\frac{2}{3},- \frac{2}{3},- \frac{3}{2},b
"2x - ky + 1 = 0 and 3x + 2y - 6 = 0 are equation of two straight lines.
 
 If two straight lines are parallel to each other, then what is the value of K?","2x - ky + 1 = 0 ও 3x + 2y - 6 = 0 দুইটি সরলরেখার সমীকরণ।
 
 রেখাদ্বয় পরস্পর সমান্তরাল হলে k এর মান কত হবে?",\frac{4}{3},\frac{3}{4},- \frac{3}{4},- \frac{4}{3},\frac{4}{3},\frac{3}{4},- \frac{3}{4},- \frac{4}{3},d
"If \begin{bmatrix} 0 & 5 & -3 \\ -5 & 0 & y \\ x & 4 & 0 \end{bmatrix} is skew symmentric matrix, then (x, y) = ?","\begin{bmatrix} 0 & 5 & -3 \\ -5 & 0 & y \\ x & 4 & 0 \end{bmatrix} বিপ্রতিসম ম্যাট্রিক্স হলে (x, y) = ?","(-3, -4)","(-3, 4)","(3, -4)","(3, 4)","(-3, -4)","(-3, 4)","(3, -4)","(3, 4)",c
