English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
"When an object is raised from the ground and kept on the table, then-",একটি বস্তুকে ভূমি থেকে উঠিয়ে টেবিলে রাখলে-,Work done > potential energy,Work done = potential energy,Work done < potential energy,Work done mechanical energy,কৃতকাজ > বিভব শক্তি,কৃতকাজ = বিভব শক্তি,কৃতকাজ < বিভব শক্তি,কৃতকাজ \neq যান্ত্রিক শক্তি,b
Which one do sun or stars use to produce their energy?,কোনটি ব্যবহার করে সূর্য কিংবা নক্ষত্রেরা তাদের শক্তি তৈরি করে?,Nuclear fusion,Nuclear fission,Geotherma,Light,নিউক্লিয়ার ফিউসান,নিউক্লিয়ার ফিসন,জিওথার্মাল,আলো,a
"If temperature and material of a conductor are kept constant, then the relation between electric current and potential difference will be","তাপমাত্রা ও পরিবাহীর উপাদান ধ্রুব থাকলে তড়িৎ প্রবাহমাত্রা, বিভব পার্থক্যের-",proportional,inversely proportional,proportional to the square,inversely proportional to the square,সমানুপাতিক,ব্যাস্তানুপাতিক,বর্গের সমানুপাতিক,বর্গের ব্যাস্তানুপাতিক,a
"In the determination of the area of cross section of a wire, linear scale reading of the screwgauge is found 2 mm, circular scale reading is 0.4 mm and total number of divisions of the circular scale is 100. [Here the pitch of the instrument is 1 mm]
 
 Which mark of the circular scale coincides with the mark of the linear scale?","একটি তারের প্রস্থচ্ছেদের ক্ষেত্রফল নির্ণয়ে স্ক্রু গজের রৈখিক স্কেলের পাঠ পাওয়া যায় 2 mm, বৃত্তাকার স্কেলের পাঠ 0.4 mm, বৃত্তাকার স্কেলটির মোট ভাগসংখ্যা 100 এবং যন্ত্রটির পিচ 1mm ।
 
 বৃত্তাকার স্কেলের কত নম্বর দাগ রৈখিক স্কেলের সাথে হুবহু মিলে যাবে?",2,4,40,100,2,4,40,100,c
"In the determination of the area of cross section of a wire, linear scale reading of the screwgauge is found 2 mm, circular scale reading is 0.4 mm and total number of divisions of the circular scale is 100. [Here the pitch of the instrument is 1 mm]
 
 Area of the cross section of the wire is-","একটি তারের প্রস্থচ্ছেদের ক্ষেত্রফল নির্ণয়ে স্ক্রু গজের রৈখিক স্কেলের পাঠ পাওয়া যায় 2 mm, বৃত্তাকার স্কেলের পাঠ 0.4 mm, বৃত্তাকার স্কেলটির মোট ভাগসংখ্যা 100 এবং যন্ত্রটির পিচ 1mm ।
 
 তারটির প্রস্থচ্ছেদের ক্ষেত্রফল-",3.77 mm^{2},9.048 mm^{2},64.524 mm^{2},18.096 mm^{2},3.77 mm^{2},9.048 mm^{2},64.524 mm^{2},18.096 mm^{2},b
At what percentage is light refelcted from a piece of glass?,এক টুকরা কাচে শতকরা কত ভাগ আলোর প্রতিফলন হয়?,4% to 5%,40% to 50%,80% to 90%,95% to 96%,4 ভাগ 5 ভাগ,40 থেকে 50 ভাগ,80 থেকে 90 ভাগ,95 থেকে 96 ভাগ,a
At what angle is a red rose placed in front of a mirror to look brightest?,একটি লাল গোলাপকে কোন দর্পণের সামনে কত ডিগ্রী কোণে স্থাপন করলে সবচেয়ে বেশি উজ্জ্বল দেখাবে?,30\degree,45\degree,60\degree,75\degree,30\degree,45\degree,60\degree,75\degree,d
At what angle are two mirros kept to make a mirror so that lateral inversion of the images is not appeared?,দুইটি আয়নাকে কত ডিগ্রী কোণে যুক্ত করে একটি আয়না হিসেবে গঠন করলে তাতে প্রতিবিম্বের পার্শ্ব পরিবর্তন বুঝা যাবে না?,30\degree,45\degree,60\degree,90\degree,30\degree,45\degree,60\degree,90\degree,d
"In case of the determination of the length of a rod with the help of slide callipers if main scale reading is M. Vernier constant is VC and Vernier super imposition is V, then which one is the formula to determine the length of the rod (L)?","স্লাইড ক্যালিপার্সের সাহায্যে একটি দণ্ডের দৈর্ঘ্য নির্ণোয়ের ক্ষেত্রে, প্রধান স্কেল পাঠ M, ভার্নিয়ার ধ্রুবক VC এবং ভার্নিয়ার সমপাতন V হলে, দণ্ডের দৈর্ঘ্য (L) নির্ণয়ের সূত্র নিচের কোনটি?",L = M - V \times CV,L = M + V \times VC,L = M - V + VC,L = M + V + VC,L = M - V \times CV,L = M + V \times VC,L = M - V + VC,L = M + V + VC,b
Laws of falling bodies are given by-,পড়ন্ত বস্তুর সূত্রগুলো প্রদান করেন-,Galileo,Newton,Einstein,Copernicus,গ্যালিলিও,নিউটন,আইনস্টাইন,কোপার্নিকাস,a
Which one of the following is responsible for the rise of height of sea level?,সমুদ্র পৃষ্ঠের উচ্চতা বৃদ্ধির জন্য নিচের কোনটি দায়ী?,alcohol,Biomass,Carbon dioxide,Methane,অ্যালকোহল,বায়োমাস,কার্বন ডাই-অক্সাইড,মিথেন,c
What is the unit of conductivity?,পরিবাহকত্বের একক কোনটি?,\Omega m^{-1},\Omega^{-1},\Omega m,(\Omega m)^{-1},\Omega m^{-1},\Omega^{-1},\Omega m,(\Omega m)^{-1},d
Which one of the following is the wave length of visible light?,নিচের কোনটি দৃশ্যমান আলোর তরঙ্গ দৈর্ঘ্য?,300\eta m-700\eta m,400\mu m-700\eta m,300\mu m-700\mu m,700\mu m-400\mu m,300\eta m-700\eta m,400\mu m-700\eta m,300\mu m-700\mu m,700\mu m-400\mu m,b
Which one of the following is the source of renewable energy?,নিচের কোনটি নবায়নযোগ্য শক্তির উৎস?,Diesel,Methane,Biogas,Coal,ডিজেল,মিথেন,বায়োগ্যাস,কয়লা,c
Which one of the following is the unit of work?,নিচের কোনটি কাজের একক?,kgms^{-1},kgms^{-2},kgm^{2}s^{-2},kgms^{-3},kgms^{-1},kgms^{-2},kgm^{2}s^{-2},kgms^{-3},c
"If the velocity of a motor cycle decreases uniformly from 30 ms and
  after 8 seconds becomes 14 ms"", then what will be the retardation of the vehicle?",একটি মোটর সাইকেলের বেগ 30 ms^{-1} থেকে সুষমভাবে হ্রাস পেয়ে 8 sec এ 14 ms^{-1} হলে গাড়িটির মন্দন কত হবে?,- 4 ms^{-2},-2 ms^{-2},2 ms^{-2},4ms^{-2},- 4 ms^{-2},-2 ms^{-2},2 ms^{-2},4ms^{-2},c
A scale can be used to measure minimum 1 mm only. What will be the absolute error of measurement by the scale?,একটি স্কেলে সর্বনিম্ন 1 mm মাপা যায়। এর পরিমাপের চূড়ান্ত ত্রুটি কত হবে?,0.1 mm,1 mm,0.05 cm,0.5 cm,0.1 mm,1 mm,0.05 cm,0.5 cm,d
Vernier constant in a slide calipers is 5 x 10 cm. What is the number of divisions in the Vernier scale of the slide calipers?,একটি স্লাইড ক্যালিপার্সের ভার্নিয়ার ধ্রুবক 5 \times 10^{-3} cm এর ভার্নিয়ার স্কেলের ঘরের সংখ্যা কত?,10,20,30,40,10 টি,20 টি,30 টি,50 টি,b
"Relative error is-
  i. a kind of ratio
  ii. actual measurement of error
  iii. smaller in Vernier scale compared to normal scale 
 Which one is correct?","আপেক্ষিক ত্রুটি-
  i. এক ধরনের অনুপাত
  ii. সত্যিকারের ত্রুটির পরিমাপ
  iii. সাধারণ স্কেলের তুলনায় ভার্নিয়ার স্কেলে কম হয়
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i and ii,i and iii,ii and iii,"i, ii and iii",b
"An object strat to move in a circular path of radius 4 cm. It starts to move from point A and come back the same point A. In this time 100N force acts on it.
 
 What is the distance in mitre travelled by the object?","একটি 4 m ব্যাসার্ধের বৃত্তাকার পথে A বিন্দু থেকে একটি বস্তু যাত্রা শুরু করে আবার A বিন্দুতে পৌঁছাল। এ সময় বস্তুটির উপর 100 N বল প্রয়োগ করা হয়।
 
 বস্তুটির অতিক্রান্ত দূরত্ব কত মিটার?",25.13,8,4,0,25.13,8,4,0,a
"An object strat to move in a circular path of radius 4 cm. It starts to move from point A and come back the same point A. In this time 100N force acts on it.
 
 The work done by the object is -","একটি 4 m ব্যাসার্ধের বৃত্তাকার পথে A বিন্দু থেকে একটি বস্তু যাত্রা শুরু করে আবার A বিন্দুতে পৌঁছাল। এ সময় বস্তুটির উপর 100 N বল প্রয়োগ করা হয়।
 
 বস্তুটির উপর কৃতকাজ কত?",2513J,800J,400J,OJ,2513J,800J,400J,OJ,d
Which one is the dimension of potential energy?,নিচের কোনটি বিভব শক্তির মাত্রা?,ML^{2}T^{-2},MLT^{-2},MLT^{-1},ML^{2}T^{-1},ML^{2}T^{-2},MLT^{-2},MLT^{-1},ML^{2}T^{-1},a
Rate of change of velocity of freely falling body is called-,মুক্তভাবে পড়ন্ত বস্তুর বেগ বৃদ্ধির হারকে বলে-,Work,Speed,Acceleration,Acceleration due to gravity,কাজ,দ্রুতি,ত্বরণ,অভিকর্ষজ ত্বরণ,d
"Unit of energy- 
 i. Joule 
 ii. Newton-metre
 iii. Watt 
 Which one is correct?","শক্তির একক-
 i. জুল
 ii. নিউটন-মিটার
 iii. ওয়াট
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i and ii,ii and iii,i and iii,"i, ii and iii",a
How much energy is produced per hour by a 50 MW power plant?,50 MW নিউক্লিয় বিদ্যুৎ কেন্দ্রে প্রতি ঘণ্টায় কত শক্তি উৎপন্ন হয়?,1.38 \times 10^{4} J,8.3 \times 10^{10} J,3 \times 10^{9} J,1.8 \times 10^{11} J,1.38 \times 10^{4} J,8.3 \times 10^{10} J,3 \times 10^{9} J,1.8 \times 10^{11} J,d
"If we want to increase kinetic energy 9 times of an object then we should 
 i. work 9 times 
 ii. increase velocity 3 times
 iii. increase distance 9 times 
 Which one is correct?","কোনো বস্তুর গতিশক্তি 9 গুণ করতে-
 i. 9 গুণ কাজ করতে হবে
 ii. বেগ 3 গুণ করতে হবে
 iii. দূরত্ব 9 গুণ করতে হবে
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i and ii,ii and iii,i and iii,"i, ii and iii",a
"Nuclear power plant is hazardous for the environment, because- 
 i. Nuclear wastages are very radioactive
 ii. It emits Carbon dioxide gas
 iii. We must reserve the wastages for millions of years to reach the safe level
 Which one is correct?","নিউক্লিয়ার বিদ্যুৎ কেন্দ্র পরিবেশের জন্য ঝুঁকিপূর্ণ, কারণ-
 i. নিউক্লিয়ার বর্জ্য অভ্যস্ত তেজস্ক্রিয়
 ii. ইহা থেকে কার্বন ডাই অক্সাইড নিঃসরণ হয়
 iii. নিরাপদ মাত্রায় পৌঁছানোর জন্য লক্ষ লক্ষ বছর বর্জ্য সংরক্ষণ করতে হয়
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i and ii,ii and iii,i and iii,"i, ii and iii",b
"The value of magnification may be 1 in a 
 i. plane mirror
 ii. concave mirror 
 iii. convex mirror
 Which one is correct?","বিবর্ধনের মান 1 পাওয়া যায়-
 i. সমতল দর্পণে
 ii. অবতল দর্পনে
 iii. উত্তল দর্পনে
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,v,i and ii,ii and iii,i and iii,"i, ii and iii",a
Which one is the light of shortest wave length?,সবচেয়ে ছোট তরঙ্গ দৈর্ঘ্যের আলো কোনটি?,Gamma ray,X-ray,Infrared,Radio wave,গামা রে,এক্স-রে,ইনফ্রারেড,রেডিও ওয়েভ,a
Specific resistance of a specific wire depends on which quantity from below?,কোনো একটি নির্দিষ্ট তারের আপেক্ষিক রোধ নিচের কোনটির উপর নির্ভরশীল?,Temperature,Length,Area,Volume,তাপমাত্রা,দৈর্ঘ্য,ক্ষেত্রফল,আয়তন,a
How many 100\Omega resistor should be connected in parallel to get equal equivalent resistance of two 5\Omega resistors connected in series?,5\Omega এর দুটি রোধ শ্রেণিতে যুক্ত করলে তুল্য রোধ যত হয় তত রোধ পেতে 100\Omega এর কতটি রোধ সমান্তরালে যুক্ত করতে হবে?,5,10,20,40,5,10,20,40,b
What is the voltage of a neutral wire in electric supple line?,বিদ্যুৎ সরবরাহের নিউট্রাল তারের ভোল্টেজ কত হয়?,220 v,180 v,5 v,0v,220 v,180 v,5 v,0v,d
Which one of below is a semi- conductor?,নিচের কোনটি অর্ধ-পরিবাহী?,Glass,Silicon,Nichrome,Diamond,কাচ,সিলিকন,নাইক্রোম,হীরা,b
"In the above stem if the object is placed in front of 10 cm from the mirror, where the image will be formed?",উদ্দীপকের দর্পণের সামনে 10 cm দূরে একটি বস্তু রাখলে প্রতিবিম্ব কোথায় দেখা যাবে?,At the centre of curvature,At the focus,Between the pole and the focus,Between the centre of curvature and focus,বক্রতার কেন্দ্রে,ফোকাসে,মেরু ও ফোকাসের মাঝে,বক্রতার কেন্দ্র ও ফোকাসের মাঝে,a
Who predicted the eclipse of the sun?,কে সূর্যগ্রহণের ভবিষ্যদ্বাণী করেছিলেন?,Thalcs,Democtitus,Aristotle,Aristarchus,থেলিস,ডেমোক্রিটাস,এরিস্টটল,আরিস্তারাকস,a
Who invented calculus which is a new branch in Mathwmatics ?,গণিতের নতুন একটি শাখা ক্যালকুলাস আবিষ্কার করেছিলেন কারা?,Scientist newton and copwricus,scientist newion and galileo,scientist newton and leibnitz,scientist newton and Rutherford,বিজ্ঞানী নিউটন ও কোপার্নিকাস,বিজ্ঞানী নিউটন ও গ্যালিলিও,বিজ্ঞানী নিউটন ও লিবনিজ,বিজ্ঞানী নিউটন ও রাদারফোর্ড,c
Which of the following are vector quantities?,নিচের কোন রাশিগুলো ভেক্টর রাশি?,"Speed, work and velocity","Elecr = trtc potential, displacement and acceleration","Speed, displacement and velocity","Momentumn, displacement and Weight","দ্রুতি, কাজ ও বেগ","তড়িৎ বিভব, সরণ ও ত্বরণ","দ্রুতি, সরণ ও বেগ","ভরবেগ, সরণ ও ওজন",d
The distance travelled is a fiven time by a freely falling body from rest will be -,স্থির অবস্থান থেকে বিনা বাধায় পড়ন্ত বস্তু নির্দিষ্ট সময়ে যে দূরত্ব অতিক্রম করে তা ঐ সময়ের-,proportional to the time,inverselyj proportional to that time,inversely proportional to the square of that time,proportional to the square of that time,সমানুপাতিক,ব্যস্তানুপাতিক,বর্গের ব্যাস্তানুপাতিক,বর্গের সমানুপাতিক,d
"A train started to move with a uniform acceleration of 20ms^{-2} from rest position, What will be the velocity whill crossing a post at a distance of 250m?",স্থির অবস্থান থেকে একটি ট্রেন 20ms^{-2} সুষম ত্বরণে চলার সময় 250m দূরত্বে অবস্থিত একটি পোস্টকে কত বেগে অতিক্রম করবে?,25 ms^{-1},100 ms^{-2},100 ms^{-1},10000 m^{2}s^{-2},25 ms^{-1},100 ms^{-2},100 ms^{-1},10000 m^{2}s^{-2},c
Which is the unit of momentum?,ভরবেগের একক কোনটি?,kgm,kgms^{-1],kgm^{2}s^{-1},kgms^{-2},kgm,kgms^{-1],kgm^{2}s^{-1},kgms^{-2},b
"For which frictional force, fish can swim in water?",কোন ঘর্ষণের জন্য মাছ পানিতে চলাচল করতে পারে?,Static friction,Sliding Friction,Rolling friction,Fluid friction,স্থিতি ঘর্ষণ,গতি ঘর্ষণ,আবর্ত ঘর্ষণ,প্রবাহী ঘর্ষণ,d
A force of 200 N is applide on a stationary body of mass 10 kg for 20s. What is the velocity aftor 20s?,10 kg ভরের একটি স্থির বস্তুর উপর 200 N বল 20 s যাবৎ প্রয়োগ করা হলো। 20 s পর বেগ কত?,20 m/s,200 m/s,400 m/s,400 m/s^{2},20 m/s,200 m/s,400 m/s,400 m/s^{2},c
"When a mango falls from the tree-
 i. increase the kinetic energy
 ii. Decreace the potential energy 
 iii. Total energy remains unchaged 
 Which one is correct?","গাছ থেকে আম নিচের দিকে পড়তে থাকলে-
 i. গতিশক্তি বৃদ্ধি পায়
 ii. বিভব শক্তি হ্রাস পায়
 iii. মোট শক্তি অপরিবর্তিত থাকে
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
What type of energy is stored when a body is stretched?,একটি বস্তুকে টান টান করলে এর মধ্যে কোন শক্তি জমা থাকে?,Potential energy,Kinetic energy,Heat energy,chemical energy is converted to heat energy,বিভব শক্তি,গতি শক্তি,তাপ শক্তি,রাসায়নিক শক্তি,a
Which of the following are renewable energy?,কোন শক্তিগুলো নবায়নযোগ্য শক্তি?,"coal, Geothermal energy and sea wave","Nature gas, tides and air flow","watew floow, heat trom sea and sunlighy","Sunlighy, Hydrogen fuel and Uranium","কয়লা, ভূ-তাপ ও সমুদ্র তরঙ্গ","প্রাকৃতিক গ্যাস, জোয়ার ভাটা ও বায়ু প্রবাহ","জলপ্রবাহ, সমুদ্র তাপ ও সূর্যের আলো","সূর্যের তাপ, হাইড্রোজেন ফুয়েল ও ইউরেনিয়াম",c
what is the name of the apparatus used to mesure the atmospheric pressure ?,বায়ুচাপ পরিমাপের যন্ত্রের নাম কী?,Thermometer,Barometer,Manomere,Seismometer,থার্মোমিটার,ব্যারোমিটার,ম্যানোমিটার,সিসমোমিটার,b
"To increase area of a body-
 i. pressure decreases 
 ii. Force increases
 iii. Density increases
 which one is correct?","একটি বস্তুর ক্ষেত্রফল বাড়ালে-
 i. চাপ কমে
 ii. বল বাড়ে
 iii. ঘনত্ব বাড়ে
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",a
What type of wave is sound?,শব্দ কোন ধরনের তরঙ্গ?,Transverse wave,Electromagnetic wave,Longitudinal wave,radio wave,অনুপ্রস্থ তরঙ্গ,তড়িৎ চৌম্বক তরঙ্গ,অনুদৈর্ঘ্য তরঙ্গ,বেতার তরঙ্গ,c
The velocity of sound in air is highest in which season?,কোন ঋতুতে শব্দ বায়ু মাধ্যমে দ্রুততম চলে?,Winter,Summer,Rainy seacon,Spring,শীতকালে,গ্রীষ্মকালে,বর্ষাকালে,বসন্তকালে,b
Where convex mirros are used?,উত্তল দর্পণ কোথায় ব্যবহার হয়?,Cars,Torch light,Solar oven,Radar,গাড়িতে,টর্চলাইটে,সৌ্রচুল্লিতে,রাডারে,a
"Image in a plane murror is 
 i. real 
 ii. Straight 
 iii. Equal to the size of the object 
 Which one is correct?","উত্তল দর্পণ কোথায় ব্যবহার হয়?
 i. বাস্তব
 ii. সোজা
 iii. সমান দৈর্ঘ্যের
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",c
"If the resistance having 8 is removed from the circuit 
 i. current flow through the circuit inreeases 
 ii. Equivalent resistance of the circuit increasees
 iii. The potential differenre will be same across each resistor 
 Which one is correct?","উক্ত বর্তনীতে 8\Omega মানের রোধটি না থাকলে-
 i. বর্তনীর তড়িৎ প্রবাহ বৃদ্ধি পাবে
 ii. বর্তনীর তুল্যরোধ বেড়ে যাবে
 iii. প্রতিটি রোধের দুই প্রান্তের বিভব সমান হবে
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",c
You feel your weight due to which force of the following ?,নিচের কোন বলের প্রভাবে তুমি তোমার ওজন অনুভব করো?,Gravitational force,Electromagnetic force,Weak force,Strong nuclear force,মহাকর্ষ বল,তড়িৎ চৌম্বক বল,দুর্বল নিউক্লীয় বল,সবল নিউক্লীয় বল,a
Where convex are used?,কোনটিতে উত্তল দর্পণ ব্যবহৃত হয়?,Solar Oven,torch Light,View Mirror of a car,radar,সৌরচুল্লি,টর্চলাইট,গাড়ির ভিউমিরর,রাডার,c
Which one is the unit of Lumiinoue Intensity?,দীপন তীব্রতার একক কোনটি?,A,K,J,cd,A,K,J,cd,d
What is the conductivity of Gold?,সোনার তড়িৎ পরিবাহকত্ব কত?,40.98 \time 10^{6} \Omega^{-1}m,59.52 \time 10^{6} \Omega^{-1}m,1.59 \time 10^{-8} \Omega m,2.44 \time 10^{-8} \Omega m,40.98 \time 10^{6} \Omega^{-1}m,59.52 \time 10^{6} \Omega^{-1}m,1.59 \time 10^{-8} \Omega m,2.44 \time 10^{-8} \Omega m,a
Which type of image is formed in plane mirror?,সমতল দর্পণে কোন ধরণের প্রতিবিম্ব গঠিত হয়?,Real & inverted,Real & erect,Virtual & erect,Virtual & inverted,বাস্তব ও উল্টো,বাস্তব ও সোজা,অবাস্তব ও সোজা,অবাস্তব ও উল্টো,c
Which one is the unit of solid angle?,ঘনকোণের একক কোনটি?,Steredian,Candela,Degree,Mole,স্টেরেডিয়ান,ক্যান্ডেলা,ডিগ্রী,মোল,a
What kind of change of spring constant will be done when a spring divided equaly into two parts?,একটি স্প্রিং কেটে সমান দুটো টুকরা করলে উহার স্প্রিং ধ্রুবকের কীরূপ পরিবর্তন হবে?,Half,Decrease,Increase,Unchange,অর্ধেক হবে,কমবে,বাড়বে,অপরিবর্তিত থাকবে,c
"How much height an object travel when it was thrown at a velocity of g, vertically upword?","একটি বস্তুকে g বেগে খাড়া উপরের দিকে নিক্ষেপ করা হলে, উহা কত উপরে উঠবে?",1m,4.9,9.8 m,96.04 m,1m,4.9,9.8 m,96.04 m,b
One unit electricity = ?,এক ইউনিট বিদ্যুৎ = কত জুল?,100 J,1000 J,3.6 \times 10^{6} J,6.3 \times 10^{6} J,100 J,1000 J,3.6 /times 10^{6} J,6.3 /times 10^{6} J,c
Who is the inventor of Radium?,রেডিয়ামের আবিষ্কারক কে?,Roentgen,Max Planck,Pierre Curie,Al-Haium,রন্টজেন,ম্যাক্স প্ল্যাঙ্ক,পিয়ারে কুরি,আল হাইয়াম,c
1 Picometer = How much centimeter?,1 পিকোমিটার = কত সেন্টিমিটার?,10^{-18},10^{-16},10^{-12},10^{-10},10^{-18},10^{-16},10^{-12},10^{-10},d
"At what velocity of a particle, momentum & Kinetic energy will be same?","একটি বস্তুর বেগ কত হলে, তাদের ভরবেগ ও গতিশক্তির মান সমান হবে?",4 m/s,2 m/s,\frac{1}{2}m/s,\frac{1}{4}m/s,4 m/s,2 m/s,\frac{1}{2}m/s,\frac{1}{4}m/s,b
Which one is the dimension of volume?,আয়তনের মাত্রা কোনটি?,L^{3},V,L,m^{3},L^{3},V,L,m^{3},a
What is the angle between focal plane and principal axis of a concave mirror?,অবতল দর্পণে ফোকাস তল ও প্রধান অক্ষের মধ্যবর্তী কোণের মান কত?,90\degree,180\degree,270\degree,360\degree,90\degree,180\degree,270\degree,360\degree,a
"Who discovered ""Quantum theory""?""",কে কোয়ান্টাম তত্ত্ব প্রদান করেন?,Newton,Einstein,Satyendra Nath Basu,Max Planck,নিউটন,আইনস্টাইন,সত্যেন্দ্রনাথ বসু,ম্যাক্স প্ল্যাঙ্ক,d
"In Uranium-235-
 i. has 92 protons
 ii. has 143 Neutrons
 iii. has atomic no-92
 Which one is correct?","ইউরেনিয়াম-235 এ-
 i. 92 টি প্রোটন থাকে
 ii. 143 টি নিউট্রন থাকে
 iii. পারমাণবিক সংখ্যা 92
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i and ii,i and iii,ii and iii,"i, ii and iii",d
What will be the nature of the image when an object placed at a distance more than twice focal length of concave mirror ?,অবতল দর্পণে দ্বিগুণ ফোকাস দূরত্বের বাইরে লক্ষ্যবস্তু স্থাপন করা হলে বিম্বের প্রকৃতি কেমন হবে?,Real and inverted,Real and erect,virtual and inverted,Virtual and erect,বাস্তব ও উল্টো,বাস্তব ও সোজা,অবাস্তব ও উল্টা,অবাস্তব ও সোজা,a
"At which angle a plane mirror will be
  needed to place to view the turning of road?",রাস্তার বাঁক দেখার জন্য সমতল দর্পণ কত ডিগ্রি কোণে স্থাপন করতে হয়?,30\degree,45\degree,60\degree,90\degree,30\degree,45\degree,60\degree,90\degree,b
What is the wavelength of microwavel light?,মাইক্রোওয়েভ আলোর তরঙ্গদৈর্ঘ্য কত?,10^{-6}m,10^{-2}m,10^{2}m,10^{6}m,10^{-6}m,10^{-2}m,10^{2}m,10^{6}m,d
How much light will reflect when light falls on normal glass?,সাধারণ এক টুকরা কাচে আলো পড়লে কতটুকু প্রতিফলিত হয়?,0.4%-0.5%,4%-5%,14%-15%,24%-25%,0.4%-0.5%,4%-5%,14%-15%,24%-25%,b
Which one is radius of solar system?,সৌ্রজগতের ব্যাসার্ধ কত?,6 \times 10^{6} m,6 \times 10^{12} m,6 \times 10^{6} km,6 \times 10^{12} km,6 /times 10^{6} m,6 /times 10^{12} m,6 /times 10^{6} km,6 /times 10^{12} km,b
"The scientists understood that actually the atoms are-
 i. not impersihable
 ii. may emit radioactive radiation on disintegration disintegration 
 iii. radiate its energy and fall into the nucleus 
 Which one is correct?","বিজ্ঞানীরা বুঝতে পারেন পরমাণুগুলো-
 i. আসলে অবিনশ্বর নয়
 ii. ভেঙ্গে তেজস্ক্রিয় বিকিরণ হতে পারে
 iii. তাদের শক্তি বিকিরণ করে নিউক্লিয়াসের ভিতর পড়ে যাবে
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i and ii,i and iii,ii and iii,"i, ii and iii",a
What will be the focal length in cm if radius of curvature of convex mirror is 10cm?,একটি উত্তল দর্পণের বক্রতার ব্যাসার্ধ 10 cm হলে ফোকাস দূরত্ব কত সে.মি. হবে?,\text{+ 20},\text{+ 5},\text{- 5},\text{- 20},\text{+ 20},\text{+ 5},\text{- 5},\text{- 20},c
Which relation is correct?,কোন সম্পর্কটি সত্য?,V = QW,W = \frac{V}{Q},Q = WV,W = VQ,V = QW,W = \frac{V}{Q},Q = WV,W = VQ,d
What is the another name of BOT?,BOT এর অপর নাম কী?,jule,watt,kilowatt,unit,জুল,ওয়াট,কিলোওয়াট,ইউনিট,d
What is the kinetic energy is Joule (J) if a motor cycle run with a velocity of 50 kmh^{-1}?,90 kg ভরের একটি মোটরসাইকেল 50 kmh^{-1} বেগে চললে এর গতিশক্তি কত জুল (J) হবে?,8680.56,17361.11,112500,225000,8680.56,17361.11,112500,225000,a
What is the name of the instrument that measuring potential difference?,বিভব পার্থক্য মাপার যন্ত্রটির নাম কী?,Galvanometer,Generator,Ammeter,Voltmeter,গ্যালভানোমিটার,জেনারেটর,অ্যামিটার,ভোল্টমিটার,d
Where convex mirrors are used?,কোনটিতে উত্তল দর্পণ ব্যবহৃত হয়?,Solar Oven,Torch light,Radar,View Mirror of a car,সৌরচুল্লি,টর্চলাইট,রাডার,গাড়ির ভিউ মিরর,d
"Renewable energy is -
 i. wind energy
 ii. bio fuel
 iii. coal
 Which one is correct?","নবায়নযোগ্য শক্তি হচ্ছে-
 i. বায়ু শক্তি
 ii. বায়ো ফুয়েল
 iii. কয়লা
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i and ii,i and iii,ii and iii,"i, ii and iii",a
Which is unit of work?,কাজের একক কোনটি?,Nm,Nm^{-1},NS,Kgms^{-1},Nm,Nm^{-1},NS,Kgms^{-1},a
Which is the dimension of acceleration?,কোনটি ত্বরণের মাত্রা?,LT^{-1},LT^{-2},ML^{-1}T^{-2},MLT^{-2},LT^{-1},LT^{-2},ML^{-1}T^{-2},MLT^{-2},b
"Velocity is changed-
 i. by the change of magnitude
 ii. by the change of direction 
 iii. by the change of both magnitude and direction
 Which one is correct?","বেগের পরিবর্তন হয়-
 i. মানের পরিবর্তন হলে
 ii. দিকের পরিবর্তন হলে
 iii. মান ও দিক উভয়ের পরিবর্তন হলে
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i and ii,i and iii,ii and iii,"i, ii and iii",d
What times the resistance if the conductor is pulled and doubled?,পরিবাহীকে টেনে দ্বিগুণ করা হলে রোধ কত গুণ হবে ?,0.5,2,4,6,0.5,2,4,6,b
