English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
"Parent selection-Artificial self fertilization - \fbox{R} - F_{1} Generation.
Which process occurs in step R stated in above stem?","প্যারেন্ট নির্বাচন - কৃত্রিম স্বপরাগায়ন - \fbox{R} - F_1 বংশধর
 উদ্দীপকের R ধাপে কোন প্রক্রিয়া হয়?",Crossing,Leveling,Emasculation,Bagging,ক্রসিং,লেবেলিং,ইমাস্কুলেশন,ব্যাগিং,c
"Parent selection-Artificial self fertilization - \fbox{R} - F_{1} Generation.
What will found at the end of the above stated process?","প্যারেন্ট নির্বাচন - কৃত্রিম স্বপরাগায়ন - \fbox{R} - F_1 বংশধর
 উদ্দীপকের প্রক্রিয়া শেষে কী পাওয়া যায়?",Same maternal quality plant/variety,High harvesting plant/variety,Haploid plant/variety,Polyploid plant/variety,মাতৃগুণাগুণসম্পন্ন জাত,উচ্চ ফলনশীল জাত,হ্যাপ্লয়েড জাত,পলিপ্লয়ডী জাত,b
Which one is DNA virus?,নিচের কোনটি DNA ভাইরাস?,T_{2},TMV,Flavi virus,Covid-19,T_2,TMV,Falvi virus,Covid-19,a
Formation process of middle lamella of cell wall started from which phase of cell division?,কোষ প্রাচীরের মধ্যপর্দার গঠন প্রক্রিয়া কোষ বিভাজনের কোন দশা থেকে শুরু হয়?,Prophase,Telophase,Metaphase,Anaphase,প্রোফেজ,টেলোফেজ,মেটাফেজ,অ্যানাফেজ,b
Which one is the chemical element of Ribosome?,রাইবোসোমের রাসায়নিক উপাদান কোনটি?,DNA,Lipid,RNA,Starch,DNA,লিপিড,RNA,শর্করা,c
Which enzyme helps the strands of DNA to be seperated?,DNA অণুর প্যাঁচ খুলতে সাহায্য করে নিচের কোন এনজাইম?,Helicase,Polymerase,Ligase,Isomerase,হেলিকেজ,পলিমারেজ,লাইগেজ,আইসোমারেজ,a
Which one does not indicate the termination codon?,সমাপ্তি কোডন নির্দেশ করে না কোনটি?,UAA,UAG,UGA,AUG,UAA,UAG,UGA,AUG,d
How many amino acids are there in protien of plant cell?,জীবকোষের প্রোটিন গঠনকারী অ্যামাইনো এসিড মোট কতটি?,30,25,20,15,30,25,20,15,c
What is the name of zygote that remain round and active elongated form in sexul reproduction of malarial parasite?,ম্যালেরিয়া জীবাণুর যৌন জননে সচল ও লম্বাকৃতির জাইগোটের নাম কী?,Sporozoite,Oocyst,Ookinete,Zygote,স্পোরোজয়েট,উওসিস্ট,উওকিনেট,জাইগোট,c
Which one is the type of main structure of Cycas?,Cycas এর মূল দেহ কোন ধরনের?,Gametophytic,Sporophytic,Thallophytic,Bryophytic,গ্যামেটোফাইটিক,স্পোরোফাইটিক,থ্যালোফাইটিক,ব্রায়োফাইটিক,b
In which plant twisted and valvate aestivation are observed?,টুইস্টেড ও ভালভেট এস্টিভেশন দেখা যায় কোন উদ্ভিদে?,Paddy,Wheat,China Rose,Guava,ধান,গম,জবা,পেয়ারা,c
Caryopsis fruit is the characteristics of which family?,ক্যারিওপসিস ফল কোন গোত্রের বৈশিষ্ট্য?,Malvaceae,Lilliaceae,Poaceae,Tilliaceae,Malvaceae,Lilliaccae,Poaceae,Tilliaceac,c
Interferon excreted from-,ইন্টারফেরন নিঃসৃত হয়-,Mast cell,Bacteria affected cell,Cancer cell,Virus affected cell,মাস্ট কোষ হতে,ব্যাকটেরিয়া আক্রান্ত কোষ হতে,ক্যান্সার কোষ হতে,ভাইরাস আক্রান্ত কোষ হতে,d
"At last stage of the tissue culture we get-
i. disease free plant
ii. same maternal quality plant/micropopaganated plant
iii. more plant in short time and in small area.
Which one is correct?","টিস্যু কালচার প্রক্রিয়া শেষে পাওয়া যায়-
 i. রোগমুক্ত চারা
 ii. হুবহু মাতৃ-গুণাগুণসম্পন্ন চারা
 iii. স্বল্প সময় ও স্থানে অধিক চারা
 নিচের কোনটি সঠিক?",i & ii,ii & iii,i & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii, ও iii",d
Which one is not applicable for plastid?,প্লাজমিড এর ক্ষেত্রে প্রযোজ্য নয় কোনটি?,Circular DNA,Bears less gene,Bears single strands DNA,Bears double strands DNA,বৃত্তাকার DNA,স্বল্প জিন বহন করে,এক সূত্রক DNA বহন করে,দ্বি-সূত্রক DNA বহন করে,c
Which one is not restriction enzyme?,রেস্ট্রিকশন এনজাইম নয় কোনটি?,Eco RI,Hind III,Hapa-II,AII-P_{Q},Bco Rl,Hind III,Hpa-II,All-Po,d
"In glycolysis process, how many pyruvic acid molecule are found from single molecule of glucose?",গ্লাইকোলাইসিস প্রক্রিয়ায় ১ অণু গ্লুকোজ থেকে কত অণু পাইরুভিক এসিড তৈরি হয়?,2,3,4,5,2,3,4,5,a
"Lives inside the coralloid root of Cycal-
 i. Rhizobium
 ii. Nostoc
 iii. Anabaena
 Which one is correct?","Cycas উদ্ভিদের কোরালয়েড মূলের ভিতরে বাস করে-
 i. Rhizobium
 ii. Nostoe
 iii. Anabaena
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",c
In which part of angiosperm the radial vascular bundle is found?,আবৃতবীজী উদ্ভিদের কোন অংশে অরীয় ভাস্কুলার বান্ড দেখা যায়?,Root,Stem,Leaf,Flower,মূলে,কাণ্ডে,পাতায়,ফুলে,a
How many molecules of ATP are produced from one molecule of Acetyl Co-A?,ক্রেবস চক্রের মাধ্যমে ১ অণু অ্যাসিটাইল কো-এ হতে মোট কত অণু ATP উৎপন্ন হয়?,8,12,24,30,8,12,24,30,b
By which organ potato is propagated?,গোল আলুর অঙ্গজ বংশবৃদ্ধি কোন অঙ্গের মাধ্যমে হয়?,Root,Stem,Leaf,Flower,মূল,কাণ্ড,পাতা,ফুল,b
Which is the modified form of egg after fertilization?,নিষেকের পর ডিম্বকের পরিবর্তিত রূপ কোনটি?,Seed,Fruit,embryo,Spoiled,বীজ,ফল,ভ্রুণ,বিনষ্ট,a
How many molecules of ATP are produced in the common step of aerobic and anaerobic respiration?,সবাত ও অবাত শ্বসনের অভিন্ন ধাপটিতে মোট কত অণু ATP উৎপন্ন হয়?,8,12,14,16,8,12,14,16,a
How many carbons contain in the first permanent compound of Calvin cycle?,ক্যালভিন চক্রের প্রথম স্থায়ী যৌগটি কত কার্বনবিশিষ্ট?,3,4,5,6,3,4,5,6,a
According to function types of meristematic tissue is-,কাজ অনুসারে ভাজক টিস্যুর প্রকার হলো-,2,3,4,5,2,3,4,5,b
"Applicable for the coralloid root of the Cycas-
 i. adventitious roots
 ii. attacked by Nostoc
 iii. dicotomausly branched
 Which one is correct?","Cycas-এর কোলারয়েড মূলের ক্ষেত্রে প্রযোজ্য-
 i. এটি অস্থানিক মূল
 ii. Nostoc দ্বারা আক্রান্ত
 iii. দ্ব্যাগ্র শাখাবিন্যাস বিশিষ্ট
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i ও ii,ii ও iii,i ও iii,"i, ii, ও iii",d
What is the main organ of transpiration in plant?,উদ্ভিদদেহে প্রস্বেদনের প্রধান অঙ্গ কোনটি?,Epidermal cell,Stomata,Lenticel,Hydathode,ত্বকীয় কোষ,পত্ররন্ধ্র,লেন্টিসেল,হাইডাথোড,b
Example of leptocentric vascular bundle is-,লেপ্টোসেন্ট্রিক ভাস্কুলার বান্ডলের উদাহরণ হলো-,Dracaena sp,Mangifera sp,Oryza sp,Triticum sp,Dracaena sp,Mangifera sp,Oryza sp,Triticum sp,a
In which light the photosynthesis is mostly effective?,কোন আলোতে সালোকসংশ্লেষণ সর্বাধিক কার্যকর?,Red,Yellow,Orange,Violet,লাল,হলুদ,কমলা,বেগুনী,a
"Which substances are involved with opening and closing of stomata according to modern theory?
 i. K^{+}
 ii. Starch
 iii. Malic acid
 Which one is correct?","আধুনিক ধারণা অনুযায়ী, পত্ররন্ধ্র খোলা ও বন্ধ হওয়ার সঙ্গে কোন উপাদান সম্পৃক্ত?
 i. K^+
 ii. স্টার্চ
 iii. ম্যালিক এসিড
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i ও ii,ii ও iii,i ও iii,"i, ii, ও iii",c
"Fructose 1, 6 Bisphosphate \xleftrightharpoons{P} 3 Phosphogly-ceraldehyde + Dihydroxyacetone phosphate.
 
 In which of the following pathway the reaction is occurred as show in the stem?","ফ্রুক্টোজ ১, ৬ বিসফসফেট \xleftrightarrow{P} ৩ ফসফোগ্লিসারেল্ডিহাইড + ডাইহাইড্রোক্সি এসিটোন ফসফেট।
 উদ্দীপকের বিক্রিয়াটি নিচের কোন বিক্রিয়া পথে সংঘটিত হয়?",Kerbs cycle,Calvin cycle,Glycolysis,Hatch and slack cycle,ক্রেবস চক্র,ক্যালভিন চক্র,গ্লাইকোলাইসিস,হ্যাচ-স্ল্যাক চক্র,c
"Fructose 1, 6 Bisphosphate \xleftrightharpoons{P} 3 Phosphogly-ceraldehyde + Dihydroxyacetone phosphate.
 
 What is the name of 'P' involved in the reaction shown in the stem?","ফ্রুক্টোজ ১, ৬ বিসফসফেট \xleftrightarrow{P} ৩ ফসফোগ্লিসারেল্ডিহাইড + ডাইহাইড্রোক্সি এসিটোন ফসফেট।
 উদ্দীপকের বিক্রি্যায় অংশগ্রহণকারী P-এর নাম কী?",Hexokinase,Aldolase,Dehydrogenase,Mutase,হেক্সোকাইনেজ,অ্যালডোলেজ,ডিহাইড্রোজিনেজ,মিউটেজ,b
Which plant is called 'palm fern'?,কোন উদ্ভিদকে 'পাম ফার্ন' বলা হয়?,Gnetum,Cycas,Pinus,Ephedra,Gnetum,Cycas,Pinus,Ephedra,b
Which one is the placentation of Poaceae family?,Poaceae গোত্রের অমরাবিন্যাস কোন ধরনের?,Axile,Basal,Superficial,Marginal,অক্ষীয়,মূলীয়,গাত্রীয়,প্রান্তীয়,b
Time spent in G-1 phase of cell cycle is-,কোষ চক্রের বিরাম-১ (G-1) দশার ব্যয়িত সময়-,10-20%,30-40%,30-50%,90-95%,১০-২০%,৩০-৪০%,৩০-৫০%,৯০-৯৫%,b
The division of cytoplasm is called-,সাইটোপ্লাজমের বিভাজনকে কী বলে?,Kariyokinesis,Metakinesis,Cytokinesis,Interkinesis,ক্যারিওকাইনেসিস,মেটাকাইনেসিস,সাইটোকাইনেসিস,ইন্টারকাইনেসিস,c
In which sub-stage bivalent is formed?,কোন উপপর্যায়ে বাইভ্যালেন্ট সৃষ্টি হয়?,Leptotene,Pachytene,Zygotene,Diplotene,লেপ্টোটিন,প্যাকাইটিন,জাইগোটিন,ডিপ্লোটিন,c
"Crossing over occurs-
 i. in leptotene stage
 ii. between non-sister chromatids
 iii. between homologous chromosome
 Which one is correct?","ক্রসিংওভার ঘটে-
 i. লেপ্টোনিন দশায়
 ii. নন-সিস্টার ক্রোমাটিডের মধ্যে
 iii. হোমোলোগাস ক্রোমোসোমের মধ্যে
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",c
Which one is the correct sequences of meiosis prophase-1?,মায়োসিস প্রোফেজ-১ এর সঠিক ক্রম পর্যায় কোনটি?,Zygotene \rightarrow Diplotene \rightarrow Pachytene \rightarrow Diakinesis,Leptotene \rightarrow Pachytene \rightarrow Diplotene \rightarrow Zygotene,Zygotene \rightarrow Leptotene \rightarrow Pachytene \rightarrow Diplotene,Leptotene \rightarrow Zygotene \rightarrow Pachytene \rightarrow Diplotene,"জাইগোটিন \rightarrow ডিপ্লোটিন \rightarrow
 প্যাকাইটিন \rightarrow ডায়াকাইনেসিস","লেপ্টোটিন \rightarrow প্যাকাইটিন \rightarrow
 ডিপ্লোটিন \rightarrow জাইগোটিন","জাইগোটিন \rightarrow লেপ্টোটিন \rightarrow
 প্যাকাইটিন \rightarrow ডিপ্লোটিন","লেপ্টোটিন \rightarrow জাইগোটিন \rightarrow
 প্যাকাইটিন \rightarrow ডিপ্লোটিন",d
"At any stage of cell division, the spindle tube disappears?",কোষ বিভাজনের কোন দশায় স্পিন্ডলযন্ত্র অদৃশ্য হয়ে যায়?,Pro-metaphase,Meta hase,Anal hase,Telophase,প্রো-মেটাফেজ,মেটাফেজ,এনাফেজ,টেলোফেজ,d
At what stage of cell division does chromosomal dance occur?,ক্রোমোসোমীয় নৃত্য কোষ বিভাজনের কোন দশায় দেখা যায়?,Prophase,Pro-metaphase,Anaphase,Telophase,প্রোফেজ,প্রো-মেটাফেজ,এনাফেজ,টেলোফেজ,b
"Mitosis is necessary for life cycle of organism because-
 i. it turns zygote into embryo
 ii. it produces reproductive cell
 iii. it encreases growth
 Which one is correct?","জীবের জীবন চক্রের জন্য মাইটোসিস প্রয়োজন-কারণ
 i. এটি জাইগোটকে ভ্রূণে পরিণত করে
 ii. এটি জনন কোষ উৎপন্ন করে
 iii. এটি বৃদ্ধিসাধন করে
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",b
Where is endosperm produced before fertilization?,নিষেকের পূর্বে কোনটিতে শস্য উৎপন্ন হয়?,Moss,Fern,Gymnosperm,Angiosperm,মসে,ফার্নে,জিমনোস্পার্মে,এনজিওস্পার্মে,c
In which plant is versatile anther found?,সর্বমুখ পরাগধানী কোন উদ্ভিদে পাওয়া যায়?,China rose,Paddy,Cotton,Ladies finger,জবা,ধানে,কার্পাস,ঢেঁড়স,b
"In Gymnosperm-
 i. Archegonium present
 ii. endosperin triploid
 iii. seed is produced
 Which one is correct?","নগ্নবীজী উদ্ভিদে-
 i. আর্কিগোনিয়াম উপস্থিত
 ii. শস্য ট্রিপ্লয়েড
 iii. বীজ উৎপন্ন হয়
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",b
What is scientific name of wheat?,গমের বৈজ্ঞানিক নাম কী?,Oryza sativa,Triticum aestirum,Zea mays,Bambusa tulda,Oryza sativa,Triticum aestivum,Zea mays,Bambusa tulda,b
Which one is used in emasculation?,ইমাস্কুলেশনে ব্যবহৃত হয় কোনটি?,Polythene,Cotton,Tag,Forcep,পলিথিন,সুতা,ট্যাগ,চিমটা,d
Which is the apex tissue of stem and root of a plant?,উদ্ভিদের মূল ও কাণ্ডের শীর্ষের টিস্যু কোনটি?,Meristimatic tissue,Simple tissue,Compound tissue,Secretory tissue,ভাজক টিস্যু,সরল টিস্যু,জটিল টিস্যু,ক্ষরণকারী টিস্যু,a
What is the vascular bundle of dicot plants?,দ্বিবীজপত্রী উদ্ভিদের ভাস্কুলার বান্ডল কোনটি?,Radial,Bicollateral,Collateral,Hadrocentric,অরীয়,সমদ্বিপার্শ্বীয়,সমপার্শ্বীয়,হ্যাড্রোসেন্ট্রিক,c
What does the plant take from the soild?,উদ্ভিদ কোনটি মাটি হতে নেয়?,Nitrogen,Hydrogen,Oxygen,Carbon,নাইট্রোজেন,হাইড্রোজেন,অক্সিজেন,কার্বন,a
What is the receiver of creb's cycle?,ক্রেবস চক্রে গ্রাহক কোনটি?,Oxaloacctic acid,Critic acid,Fumaric acid,Malic acid,অক্সালো অ্যাসিটিক এসিড,সাইট্রিক এসিড,ফিউমারিক এসিড,ম্যালিক এসিড,a
"C_{6}H_{12}O_{6} \rightarrow 2C_{2}H_{5}OH + 2CO_{2}
 
 In which physiological process does the above reaction happen?","C_{6}H_{12}O_{6} \longrightarrow 2C_{2}H_{5}OH + 2CO_{2}
 উপরোক্ত বিক্রিয়াটি কোন জৈবিক প্রক্রিয়ায় সংঘটিত হয়?",Aerobic respiration,Anaerobic respiration,Calvin cycle,Hatch and slack cycle,সবাত শ্বসন,অবাত শ্বসন,কেলভিন চক্র,হ্যাচ ও স্ন্যাক চক্র,b
"C_{6}H_{12}O_{6} \rightarrow 2C_{2}H_{5}OH + 2CO_{2}
 
 The above reaction-
 i. produces 2 ATP
 ii. produces energy in bacteria
 iii. happens in mitochondria
 Which one is correct?","C_{6}H_{12}O_{6} \longrightarrow 2C_{2}H_{5}OH + 2CO_{2}
 উপরোক্ত বিক্রিয়াটি-
 i. 2ATP তৈরি করে
 ii. ব্যাকটেরিয়ায় শক্তি উৎপন্ন করে
 iii. মাইটোকন্ড্রিয়ায় সংঘটিত হয়
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",a
What types of ovule are in most of the plants?,অধিকাংশ উদ্ভিদের ডিম্বক কোন ধরনের?,Anatropous,Atropous,Camphylotropous,Amphitropous,অধোমুখী,ঊর্ধ্বমুখী,বক্রমুখী,পার্শ্বমুখী,a
What is union of male gamete with ovum in angiosperms?,আবৃতবীজী' উদ্ভিদে ডিম্বাণুর সাথে পুংগ্যামেটের মিলনকে কী বলে?,Apogamy,Syngamy,Pseudogamy,Mesogamy,অ্যাপোগ্যামি,সিনগ্যামি,সিউডোগ্যামি,মেসোগ্যামি,b
What does egg turn into after fertilization?,নিষেকের পর ডিম্বাণু কিসে পরিণত হয়?,Endosperm,Fruit,Seed,Embryo,শস্য,ফল,বীজ,ভ্রূণ,d
What is called the division of nucleus?,নিউক্লিয়াসের বিভাজনকে কী বলে?,Interkinesis,Metakinesis,Karyokinesis,Cytokinesis,ইন্টারকাইনেসিস,মেটাকাইনেসিস,ক্যারিওকাইনেসিস,সাইটোকাইনেসিস,c
Which of the following types of meristematic tissue causes epidermis?,নিম্নের কোন ধরনের ভাজক টিস্যু হতে এপিডার্মিস সৃষ্টি হয়?,Protoderm,Procambium,Ground meristerm,Intercalary,প্রোটোডার্ম,প্রোক্যাম্বিয়াম,গ্রাউন্ড মেরিস্টেম,ইন্টারক্যালারি,a
Which part of the light spectrum stimulates the guard cell during the day?,দিনের বেলায় আলোক বর্ণালির কোন অংশ রক্ষীকোষের রিসেপ্টরকে উদ্দীপ্ত করে?,Violet,Red,Green,Indigo,বেগুনি,লাল,সবুজ,নীল,d
Which of the following is absent in gymnospermae?,নগ্নবীজী উদ্ভিদে নিচের কোনটি অনুপস্থিত?,Sporophyll,Ovary,Ovum,Endosperm,স্পোরোফিল,গর্ভাশয়,ডিম্বক,সস্য,b
The words 'stock' and 'scion' apply to which of the following?,স্টক' ও 'সায়ন' শব্দগুলো নিম্নের কোনটির ক্ষেত্রে প্রযোজ্য?,Cutting,Budding,Grafting,Layering,কাটিং,বাডিং,গ্রাফটিং,লেয়ারিং,c
"In meiosis cell division, 'X'-shaped structure is seen in which of the following?",মিয়োসিস কোষ বিভাজনে X আকৃতির গঠন দেখা যায় নিম্নের কোনটিতে?,Leptotene,Zygotene,Pachytene,Diakinesis,লেপ্টোটিন,জাইগোটিন,প্যাকাইটিন,ডায়াকাইনেসিস,c
Which of the following enzymes is most active fermentation process?,ফার্মেন্টেশন প্রক্রিয়ায় নিম্নের কোন এনজাইমটি সবচেয়ে বেশি ক্রিয়াশীল হয়?,Zymase,Kinase,Isomerase,Hydrogenase,জাইমেজ,কাইনেজ,আইসোমারেজ,হাইড্রোজিনেজ,a
Which of the following statement is correct?,নিচের কোন বাক্যটি সঠিক?,The metabolic rate of meristematic tissue cell is low,Xylem and Phloem are one kind of meristematic tissue,The outer layer of root is called epidermis,The arrangement of the xylem of the stem is endarch,ভাজক টিস্যুর কোষগুলোর বিপাকীয় হার কমে,জাইলেম ও ফ্লোয়েম এক ধরনের ভাজক টিস্যু,মূলের বহিরাবণকে এপিডার্মিস বলে,কাণ্ডের জাইলেম বিন্যাস এন্ডার্ক,d
Which of the following is a C_{4} plant?,নিচের কোনটি C_4 উদ্ভিদ?,Mango,Maize,Jackfruit,Paddy,আম,ভুট্টা,কাঁঠাল,ধান,b
What is the aestivation of China-rose corolla?,জবা ফুলের দলমন্ডলের বিন্যাস নিচের কোনটি?,Open,Valvate,Twisted,Imbricate,ওপেন,ভালভেট,টুইস্টেড,ইমব্রিকেট,c
"The number of vascular bundle is more than 6, can be seen in the root of any of the following plants.
 i. Kachu
 ii. Maize
 iii. Canna
 Which one is correct?","ভাস্কুলার বান্ডল এর সংখ্যা ৬ এর অধিক নিচের কোন উদ্ভিদের মূলে দেখা যায়-
 i. কচু
 ii. ভুট্টা
 iii. কলাবতী
 নিচের কোনটি সঠিক",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",d
"In the Calvin cycle, how much carbon containing compound is added with atmospheire CO_{2}, after entering into the stroma of Chloroplast?",ক্যালভিন চক্রে বায়ুস্থ CO_2 ক্লোরোপ্লাস্টের স্ট্রোমাতে প্রবেশ করে কয় কার্বনবিশিষ্ট যৌগের সাথে যুক্ত হয়?,3,4,5,6,3,4,5,6,c
Which organ of the cycas plant is like the hood of a snake?,Cycas উদ্ভিদের কোন অঙ্গটি সাপের ফণার ন্যায়?,Megasporophyll,Microsporophyll,Strobilus,Coralloid root,মেগাস্পোরোফিল,মাইক্রোস্পোরোফিল,স্ট্রোবিলাস,কোরালয়েড মূল,a
At which stage of respiration is Oxygen needed?,শ্বসনের কোন পর্যায়ে O_2 এর প্রয়োজন হয়?,Glycolysis,Acetyle CO-A,Kerbs cycle,Electron Transport System,গ্লাইকোলাইসিস,অ্যাসিটাইল Co-এ,ক্রেবস চক্র,ইলেক্ট্রন প্রবাহ তন্ত্র,d
Which of the following can be used to create improved varieties?,নিম্নের কোনটির মাধ্যমে উন্নত জাত সৃষ্টি করা যায়?,Parthenogenesis,Sexual Reproduction,Vegetative Reproduction,Artificial Reproduction,পার্থেনোজেনেসিস,যৌন প্রজনন,অঙ্গজ প্রজনন,কৃত্রিম প্রজনন,d
Meiosis cell division occurs in which of the following types of cells?,নিচের কোন ধরনের কোষে মিয়োসিস কোষ বিভাজন সংঘটিত হয়?,Pollen grain,Gametic cell,Somatic cell,Pollen mother cell,পরাগরেণুতে,জননকোষে,দৈহিক কোষে,পরাগ মাতৃকোষে,d
Which of the following is correct in case of active absorption?,সক্রিয় পরিশোষণের ক্ষেত্রে নিম্নের কোনটি সঠিক?,Enzyme have no role,Increases respiration rate,Metabolic energy is not required,Anion and cation are absorbed sperately,এনজাইমের ভূমিকা নেই,শ্বসন হার বৃদ্ধি পায়,বিপাকীয় শক্তির প্রয়োজন হয় না,অ্যানায়ন ও ক্যাটায়ন পৃথকভাবে শোষিত হয়,b
In which phase full division of centromere occur?,সেন্ট্রোমিয়ারের পূর্ণবিভাজন ঘটে নিম্নের কোন ধাপে?,Prometaphase,Metaphase,Anaphase,Telophase,প্রোমেটাফেজ,মেটাফেজ,অ্যানাফেজ,টেলোফেজ,c
In which zygote meiosis occur?,কোনটির জাইগোটে মায়োসিস ঘটে?,Ulothrix,Pteris,Oryza,Hibiscus,Ulothrix,Pteris,Oryza,Hibiscus,a
"In interkinesis-
 i. synthesis of protein occur
 ii. replication of DNA occur
 iii. produce necessary RNA
 Which one is correct?","ইন্টারকাইনেসিসে-
 i. প্রোটিন সংশ্লেষণ ঘটে
 ii. DNA অনুলিপন ঘটে
 iii. প্রয়োজনীয় RNA তৈরি হয়
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",b
What is called tumor spreading in body?,দেহে টিউমার ছড়িয়ে পড়াকে কী বলে?,Oncogenesis,Necrosis,Apoptosis,Metastasis,Oncogenesis,Necrosis,Apoptosis,Metastasis,d
Which type of endosperm of Cycas is?,Cycas এর সশ্য কোন ধরনের?,Haploid,Diploid,Triploid,Tetraploid,হ্যাপ্লয়েড,ডিপ্লয়েড,ট্রিপ্লয়েড,টেট্রাপ্লয়েড,a
Which one is the correct synchronize of production of oorphore/egg?,Cycas এর ডিম্বাণু তৈরির সঠিক ধারাক্রম কোনটি?,Ovule \rightarrow Mother cell of megaspore \rightarrow Megaspore \rightarrow oorphore/egg,Ovule \rightarrow Archegonium \rightarrow Megaspore \rightarrow Oorphore/egg,Ovule \rightarrow Mother cell of megaspore \rightarrow Megaspore \rightarrow Archegonium \rightarrow Oorphore/egg,Archegonium \rightarrow Ovule \rightarrow Megaspore \rightarrow Oorphore/egg,ডিম্বক \rightarrow স্ত্রীরেণু মাতৃকোষ \rightarrow স্ত্রীরেণু \rightarrow ডিম্বাণু,ডিম্বক \rightarrow আর্কিগোনিয়াম \rightarrow স্ত্রীরেণু \rightarrow ডিম্বাণু,ডিম্বক \rightarrow স্ত্রীরেণু মাতৃকোষ \rightarrow স্ত্রীরেণু \rightarrow আর্কিগোনিয়াম \rightarrow ডিম্বাণু,আর্কিগোনিয়াম \rightarrow ডিম্বক \rightarrow স্ত্রীরেণু \rightarrow ডিম্বাণু,c
Legume is one kind of-,লিগিউম হলো এক ধরনের-,fruit,out growth,inflorescence,aestivation,ফল,উপবৃদ্ধি,পুষ্পবিন্যাস,এস্টিভেশন,a
"In Cycas root ___ are lives.
 i. Bacteria
 ii. Nostoc
 iii. Anabaena
 Which one is correct?","Cycas-এর মূলে বসবাস করে-
 i. ব্যাকটেরিয়া
 ii. Nostoc
 iii. Anabaena
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",d
Which one is produced during the embryo state of the plant?,উদ্ভিদের ভ্রূণাবস্থায় উৎপত্তিলাভ করে কোনটি?,Promeristem,Primary meristem,Procambium,Cork cambium,প্রোমেরিস্টেম,প্রাইমারি ভাজক টিস্যু,প্রোক্যাম্বিয়াম,কর্ক ক্যাম্বিয়াম,b
Include in Epidermis-,এপিডার্মিসের অন্তর্ভুক্ত হলো-,Stomata,Tricome,Guard cell,Hydathode,স্টোমাটা,ট্রাইকোম,রক্ষীকোষ,হাইডাথোড,b
"During teaching in the class, teacher said that at high light and high temperature C_{3} cycle will stop. Is that case another special process will start and happen.
 
 Special process of the stem is-","শিক্ষক ক্লাসে C_3 চক্র পড়ানোর এক পর্যায়ে বললেন, তীব্র আলো ও উচ্চ তাপমাত্রা থাকলে চক্রটি বন্ধ হয়ে যায়, তখন অন্য একটি বিশেষ পক্রিয়া সংঘটিত হয়।
 উদ্দীপকের বিশেষ প্রক্রিয়াটি হলো-",phosphorilation,photoerspiration,C_{4}-cycle,respiration,ফসফোরাইলেশন,ফটোরেসপাইরেশন,C_4 চক্র,রেসপাইরেশন,b
"During teaching in the class, teacher said that at high light and high temperature C_{3} cycle will stop. Is that case another special process will start and happen.
 
 Substance took part in the special process stated above-
 i. mitochondrion
 ii. peroxisome
 iii. chloroplast
 Which one is correct?","শিক্ষক ক্লাসে C_3 চক্র পড়ানোর এক পর্যায়ে বললেন, তীব্র আলো ও উচ্চ তাপমাত্রা থাকলে চক্রটি বন্ধ হয়ে যায়, তখন অন্য একটি বিশেষ পক্রিয়া সংঘটিত হয়।
 উদ্দীপকের বিশেষ প্রক্রিয়াটিতে অংশ নেয়-
 i. মাইটোকন্ড্রিয়া
 ii. পারঅক্সিসোম
 iii. ক্লোরোপ্লাস্ট
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",d
"Mineral salts in Lundegardth theory-
 i. take part in absorption
 ii. occur absorption of opposit of concentration gradient
 iii. for neutrilizing ions oxygen took part
 Which one is correct?","লুন্ডেগড়-এর মতবাদে খনিজ লবণ-
 i. পরিশোষণে ATP অংশ নেয়
 ii. ঘনত্বের আনতির বিপরীতে পরিশোষণ ঘটে
 iii. আয়নের নিরপেক্ষতায় অক্সিজেন অংশ নেয়
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",c
