English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
Time period of a particle having simple harmonic motion is 10 seconds. Which equation expresses the relation between acceleration 'a; and displacement 'x'?,সরল ছন্দিত স্পন্দনশীল একটি কণার দোলনকাল 10 s। কোন সমীকরণটি এর ত্বরণ 'a' এবং সরণ 'x' এর সম্পর্ক প্রকাশ করে?,a = - (10\pi)x,a = - (20\pi)x,a = - \left ( \frac{2p}{10} \right ) x,a = - (20\pi)^{2}x,a = -(10\pi)x,a = -(20\pi)x,a = -\left ( \frac{2\pi}{10} \right )^{2}x,a = -(20 \pi)^{2}x,c
The maximum velocity of a particle having simple harmonic motion is 0.03ms^{-1}. If the amplitude of the particlse is 0.006m. Then what is the angular frequency of the particle?,একটি সরল ছন্দিত গতিসম্পন্ন কণার সর্বোচ্চ বেগ 0.03 ms^{-1}। কণাটির বিস্তার 0.006 হলে কৌণিক কম্পাঙ্ক কত?,3rad s^{-1},10 rad s^{-1},5 rad s^{-1},7 rad s^{-1},3 rad s^{-1},10 rad s^{-1},5 rad s^{-1},7 rad s^{-1},c
The direction of which quantity is not fixed?,নিচের কোনটির দিক নির্দিষ্ট নয়?,Equal vector,Opposite vector,Parallel vector,Null vector,সমান ভেক্টর,বিপরীত ভেক্টর,সমান্তরাল ভেক্টর,ভেক্টর,d
1 kg watt hour is equal to,1 kg-watt ঘন্টা সমান-,1000 J,3600 J,600 J,600000 J,1000 J,3600 J,600 J,J,d
"T amount of tension is applied to a spring which force constant is K. As a result the length is increased by x. In this condition, the stored potential energy within the string will be-",K বল ধ্রুবকের একটি স্প্রিং এ T পরিমাণ টান প্রয়োগ করা হলো। ফলে দৈর্ঘ্য বৃদ্ধি হয় x পরিমাণ। এ অবস্থায় স্প্রিংটিতে সঞ্চিত বিভবশক্তি হবে-,\frac{2T^{2}}{k},\frac{T^{2}}{2k},\frac{T^{2}}{2x},\frac{2k}{T^{2}},\frac{2T^{2}}{k},\frac{T^{2}}{2k},\frac{T^{2}}{2x},\frac{2k}{T^{2}},b
"If the temperature is increased at constant volume, then-",আয়তন স্থির রেখে গ্যাসের তাপমাত্রা বৃদ্ধি করা হলে-,the pressure will be decreased,the pressure will be in increased,the pressure will constant,none of above,চাপ হ্রাস পাবে,বৃদ্ধি পাবে,চাপ ধ্রুব থাকবে,কোনোটিই নয়,b
What is the value of a null vector?,একটি নাল ভেক্টরের মান কত হবে?,1,-1,\pm 1,0,1,-1,\pm 1,0,d
If |\vec{A} + \vec{B}| = |\vec{A} - \vec{B}| then the angle between them will be?,|\vec{A} + \vec{B}| = |\vec{A} - \vec{B}| হলে \vec{A} ও \vec{B}  এর মধ্যবর্তী কোন হবে-,0\degree,30\degree,90\degree,180\degree,0\degree,30\degree,90\degree,180\degree,c
The unit of angular momentum-,কৌণিক ভরবেগের একক কোনটি?,kgms^{2}s^{-2},kgm^{2}s^{-1},kgm^{2}s^{-3},kgms^{-1},kgms^{2}s^{-2},kgm^{2}s^{-1},kgm^{2}s^{-3},kgms^{-1},b
The moment of inertial of a wheel is 5 \times 10^{-3} kgm^{2} and it is revolving 20 times per second. If the wheel is stopped in 20 sec then the angular acceleration will be-,একটি চাকার জড়তার ভ্রামক 5 \times 10^{-3} kgm^{2} এবং এটি প্রতি সেকেন্ডে 20 বার আবর্তন করছে। চাকাটিতে 20 সেকেন্ডে থামানো হলে ইহার কৌণিক ত্বরণ হবে-,\pi rads^{-2},2\pi rads^{-2},4\pi rads^{-2},8\pi rads^{-2},\pi rads^{-2},2\pi rads^{-2},4\pi rads^{-2},8\pi rads^{-2},b
Banking angle is measured with respect to which?,ব্যাংকিং কোণ পরিমাপ করা হয় কোনটির সাপেক্ষে?,With respect to horizontal direction,With respect to vertical direction,With respect to the outward direction from the centre of circle,With respect to the direction towards the centre of circle,অনুভূমিক দিকের সাপেক্ষে,উলম্ব দিকের সাপেক্ষে,বৃত্তের কেন্দ্র হতে বাইরের দিকে সাপেক্ষে,বৃত্তের কেন্দ্রের দিকের সাপেক্ষে,a
Which is the dimension of potential?,বিভবশক্তির মাত্রা কোনটি?,ML^{2}T^{-2},ML^{2}T^{-1},MLT^{-2},ML^{2}T^{-2},ML^{2}T^{-2},ML^{2}T^{-1},MLT^{-2},ML^{2}T^{-2},a
If the mass and velocity are increased by three times then how much times will increase in kinetic enrgy?,ভর এবং বেগ উভয়কে বৃদ্ধি করে যথাক্রমে তিনগুণ করা হলে গতিশক্তির বৃদ্ধির পরিমাণ কতগুণ হবে?,7,21,18,8,27,21,18,8,a
A motor of 2.5kw is used to lift water at a average heihgt of 6.30m from an well. If the efficiency of this motor is 85% then how many kilogram of water can be lifted per minute?,85% দক্ষতাসম্পন্ন 2.5 kW ক্ষমতার একটি মোটরচালিত পাম্প দ্বারা একটি কূপ হতে গড়ে 6.30m উচ্চতায় পানি উঠানো হয় প্রতি মিনিটে মোটরটি কত কিলোগ্রাম পানি উঠাতে পারবে?,2075,2065,2045,2025,2075,65,2045,2025,b
Phase means-,দশা বলতে বুঝায়-,Velocity,acceleration,position,all,বেগ,ত্বরণ,অবস্থান,সবগুলো,d
The relation between acceleration and displcement of simple harmonic motion is-,সরলছন্দিত স্পন্দন গতির ত্বরণ ও সরণের সম্পর্কটি হলো-,in same direciton,in opposite direction,at rest,inverse proportional,সমমুখী,বিপরীতমুখী,স্থির,ব্যস্তানুপাতিক,b
The state of an object with simple harmonic motion at t= 0 is called-,i = 0 সময়ে সরলদোলন গতিসম্পন্ন কোনো বস্তুর দশাকে বলা হয়-,angular phase,linear phase,initial phase,instantaneous phase,কৌণিক দশা,রৈখিক দশা,দশা,তাৎক্ষণিক দশা,c
"An objdect with 0.01 kg has achieved simple harmonic motion along the straight line. Its time period is 2sec amplitude is 0.1m and displacement is 0.02m. 
 
 What is the value of force constant?","0.01 kg ভরের একটি বস্তুকণা সরলরেখা বরাবর সরল দোলন গতি অর্জন করে। এর দোলনকাল  2 sec বিস্তার 0.1 m এবং সরণ 0.02m.

বল ধ্রুবকের মান কত?",0.0314 Nm^{-1},0.09865 Nm^{-1},0.02465 Nm^{-1},0.3944 Nm^{-1},0.0314 Nm^{-1},0.09865 Nm^{-1},0.02465 Nm^{-1},0.3944 Nm^{-1},b
"An objdect with 0.01 kg has achieved simple harmonic motion along the straight line. Its time period is 2sec amplitude is 0.1m and displacement is 0.02m. 
 
 During the motion as mentioned in the stem, how much times the kinetic energy with respect to the potential energy will be?","0.01 kg ভরের একটি বস্তুকণা সরলরেখা বরাবর সরল দোলন গতি অর্জন করে। এর দোলনকাল  2 sec বিস্তার 0.1 m এবং সরণ 0.02m.


উদ্দীপকে উল্লিখিত সরণকালে গতিশক্তি বিভবশক্তির কতগুণ?",0.42,2.4,4.2,24,0.42,2.4,4.2,24,d
What do you mean by dew point?,শিশিরাঙ্ক বলতে বুঝা যায়-,Heat,Temperature,Relative humidity,Absolute humidity,তাপ,তাপমাত্রা,আপেক্ষিক আর্দ্রতা,পরম আর্দ্রতা,b
"The pressure by gas depends on it's -
 i. density 
 ii. Atomic velocity 
 iii. Nature
 Which one is correct?","গ্যাস কর্তৃক প্রদত্ত চাপ নির্ভর করে গ্যাসের-
i. ঘনত্বের উপর
ii. আণবিক বেগের উপর
iii. প্রকৃতিক উপর
নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
"If a gas is heated at 30\degree C at constant pressure, then the volume will be three times, What is the final temperature of the gas?",30^{\circ}C তাপমাত্রায় একটি গ্যাসকে স্থির চাপে উত্তপ্ত করা হলে আয়তন তিনগুণ হয়। গ্যাসটির চূড়ান্ত তাপমাত্রা কত হবে?,\text{+ 909\degree C},\text{+ 636\degree C},\text{+ 276\degree C},\text{- 170\degree C},+ 909\degree C,+ 636\degree C,+ 276\degree C,- 170\degree C,b
If the relative humidit is low-,বায়ুর আপেক্ষিক আর্দ্রতা কম হলে-,vapourization will be slow,there is a possibilit of rain,**apourization will be fast,the day will be painful,বাষ্পায়ন ধীর গতিতে হবে,বৃষ্টি হওয়ার সম্ভবনা আছে,বাষ্পায়ন দ্রুত গতিতে হবে,দিনটি কষ্টদায়ক হবে,c
Which one of the following is the example of fundamental unit?,নিম্ন্নের কোনটি মৌলিক এককের উদাহরণ?,Unit of displacement,Unit of velocity,Unit of acceleration,Unit of force,সরণের একক,বেগের একক,ত্বরণের একক,বলের একক,a
If the scalar product of two vectors is 18 and vector product of these two vectors is 6. What is the angle between there two vectors?,দুটি ভেক্টর রাশির স্কেলার গুণফল \sqrt{18} এবং ভেক্টর গুণফল \sqrt{6}। ভেক্টরদ্বয়ের মধ্যবর্তী কোণ হবে-,120\degree,90\degree,60\degree,30\degree,120^{\circ},90^{\circ},60^{\circ},30^{\circ},d
If the radius of the earth is R3 at which height the value of g will behalf of the value on the earth surface,R পৃথিবীর ব্যাসার্ধ হলে ভূ-পৃষ্ঠ হতে কত উচ্চতায় g এর মান ভূ-পৃষ্ঠে মানের অর্ধেক হবে,0.207 R,0.414 R,2 R,4R,0.207 R,0.414 R,2R,4R,b
"Impulse of force is-
 i. aproduct of a force and the duration of action of the force 
 ii. The change of mementum 
 iii. The rate of changes of omentum 
 Which one is correct?","বলের ঘাত হচ্ছে-
i. বল ও বলের ক্রিয়াকালে গুণফল
ii. ভরবেগের পরিবর্তন
iii. ভরবেগের পরিবর্তনের হার
নিচের কোনটি সঠিক",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",a
At the equator gravitational the acceleration due to gravity is g' then-,নিচের রেখায় অভিকর্ষীয় ত্বরণের মান g' হলে-,g' = 1 + \omega^{2}R,g' = 1 - \omega^{2}R,g' = g - \omega^{2}R,g' = g + \omega^{2}R,{g}'=1+\omega ^{2}R,{g}'=1-\omega ^{2}R,{g}'=g-\omega ^{2}R,{g}'=g+\omega ^{2}R,c
If|\vec{R}| = |\vec{A}| + |\vec{B}| = 0 then \vec{A} and \vec{B} are-,#ERROR!,unequal and opposite,Unequal and same directional,equal and same directional,equal and opposite,মূল ভেক্টর দুটি অসমান ও বিপরীতমুখী,মূল ভেক্টর দুটি অসমান ও সমমুখী,মূল ভেক্টর দুটি সমান ও সমমুখী,মূল ভেক্টর দুটি সমান ও বিপরীতমুখী,d
Work done by the centripetal force is-,কেন্দ্রমুখী বল দ্বারা কৃত কাজ-,infinity,positive,zero,negative,অসীম,ধনাত্মক,শূন্য,ঋণাত্মক,c
The radius of the earth is R and acceleration due to gravity on earth due to gravity at a height of h from the earth surface.,পৃথিবীর ব্যাসার্ধ 'R' এবং পৃথিবীতে অভিকর্ষজ ত্বরণ 'g'। পৃথিবীপৃষ্ঠ হতে 'h' উচ্চতায় অভিকর্ষজ ত্বরণ কত?,g(R-h)/R,gR^{2}/(R + h)^{2},gR/(R+h),g(R - h)^{2}/R^{2},g(R-h)/R,gR^{2}/(R+h)^{2},gR/(R+h),g(R-h)^{2}/R^{2},b
Which on is perpendicular to \vec{A} = 3\vec{i} + 6\vec{j}?,\vec{A}=3\hat{i}+6\hat{j} এর উপর লম্ব কোনটি?,3\vec{i} - 6\vec{j},3\vec{i},8\vec{k},6\vec{j},3\hat{i}-6\hat{j},3\hat{i},8\hat{k},6\hat{j},c
At N.T.P the density of hydrogen is 0.09 kgm^{-3}. determine the root mean square velocity of molecules.,N.T.P. তে হাইড্রোজেনের ঘণত্ব 0.09 অনুগুলোর মূল গড় বর্গবেগ নির্ণয় করো।,1.84 kms^{-1},2.84 kms^{-1},3.38 kms^{-1},4.00 kms^{-1},1.84 kms^{-1},2.84 kms^{-1},3.38 kms^{-1},4.00 kms^{-1},a
The maximum angular amplitude of a simple pendulum is-,সরল দোলকের ক্ষেত্রে সর্বোচ্চ কৌণিক বিস্তার হবে-,1\degree,4\degree,30\degree,40\degree,r^{\circ},4^{\circ},30^{\circ},40^{\circ},b
"If the mass of the earth is M and the radius is R, the ratio of G/g on the earth surface is-",পৃথিবীর ভর M এবং ব্যাসার্ধ R হলে পৃথিবী পৃষ্ঠে G/g এর অনুপাত হবে-,\frac{R^{2}}{M},\frac{M}{R^{2}},\frac{R}{M},\frac{M}{R},\frac{R^{2}}{M},\frac{M}{R^{2}},\frac{R}{M},\frac{M}{R},a
What kind of energy will be stored when a spring is expanded?,স্প্রিংকে প্রসারিত করলে এর মধ্যে কোন ধরনের শক্তি সঞ্চিত হয়?,Potential energy,Kinetic energy,Chemial energy,Chemical energy,বিভবশক্তি,গতিশক্তি,রাসায়নিক শক্তি,তাপশক্তি,a
In case of second pendulum which one is correct?,সেকেন্ড দোলকের ক্ষেত্রে কোনটি সঠিক?,g = 4\pi^{2} (1 + r),g = \frac{(1 + r)}{4\pi^{2}},g = \frac{4\pi^{2}}{(1 + r)},g = \pi^{2} (1 + r),g=4\pi^{2}(l+r),g=\frac{(l+r)}{4\pi^{2}},g=\frac{4\pi^{2}}{(l+r)},g=\pi^{2}(l+r),d
The total energy of a molecule of 6 degree of freedom is,6 স্বাধীনতা মাত্রা সম্পন্ন কোনো অণুর মোট শক্তি হবে-,\frac{1}{2} KT,KT,3KT,6 KT,\frac{1}{2} KT,KT,3 KT,6 KT,c
Work done on a body by a frictional force is,ঘর্ষণ বল দ্বারা বস্তুর উপর কৃতকাজ-,positive,negative,zero,force * retardation,ধনাত্মক,ঋণাত্মক,শূণ্য,বল \times মন্দন,b
The relative humidity in a particular place is 80%. Saturated vapour pressure at dew point is 10.52 mmH gP. What is the saturated vapour pressure at the air temperature,কোনো স্থা্থানের আপেক্ষিক আর্দ্রতা 80% শিশিরাঙ্কে সম্পৃক্ত বাষ্পচাপ 10.52 mm পারদ চাপ। বায়ুর তাপমাত্রায় সম্পৃক্ত বাষ্পচাপ কত?,13.15 mm HgP,17.60 mm HgP,18.416 mm HgP,76.04 mm HgP,13.5mm Hgp,17.60mm Hgp,18.416 mm Hgp,76.04mm Hgp,a
"A force of 20N is applied along the length of a steel wire of length 2m and area of cross-section 1mm^{2}. [Y=2 \times 11^{11} Nm^{-2}]
 
 What is the increase in length?","2m দৈর্ঘ্য ও 1mm^{2} প্রস্থচ্ছেদের ক্ষেত্রফলবিশিষ্ট একটি ইস্পাতের তারের প্রান্তে 20N বল প্রয়োগ করা হলো। [Y=2\times 10^{11}Nm^{-2}]
প্রস্থচ্ছেদের ক্ষেত্রফল 2 ও বল দ্বিগুণ হলে দৈর্ঘ্য বৃদ্ধি পূর্বের কতগুণ হবে?",2 \times 10^{-4} m,1.99m,5 \times 10^{34} m,2 \times 10^{4} m,1 গুণ,2 গুণ,3 গুণ,4 গুণ,a
"A force of 20N is applied along the length of a steel wire of length 2m and area of cross-section 1mm^{2}. [Y=2 \times 11^{11} Nm^{-2}]
 
 How times the length will be increased if the area of cross-section is 2mm^{2} and the force is twice?","2m দৈর্ঘ্য ও 1mm^{2} প্রস্থচ্ছেদের ক্ষেত্রফলবিশিষ্ট একটি ইস্পাতের তারের প্রান্তে 20N বল প্রয়োগ করা হলো। [Y=2\times 10^{11}Nm^{-2}]
প্রস্থচ্ছেদের ক্ষেত্রফল 2 ও বল দ্বিগুণ হলে দৈর্ঘ্য বৃদ্ধি পূর্বের কতগুণ হবে?",1 time,2 times,3 times,4 times,1 গুণ,2 গুণ,3 গুণ,4 গুণ,a
If kinetic energy of an objdect is doubled then its velocity will be_ of initial velocity.,একটি বস্তুর গতিশক্তি দ্বিগুণ হলে এর বেগ হবে আদিবেগের-,100%,141%,200%,400%,100%,141%,200%,400%,b
power in case of rotational motion,আবর্ত ঘূর্ণন গতির ক্ষেত্রে ক্ষমতা-,torque \times tme,torque \times angular displacement,torque \times angular velocity,torque \times angular acceleration,টর্ক \times সময়,টর্ক \times  কৌণিক সরণ,টর্ক \times  কৌণিক বেগ,টর্ক \times  কৌণিক ত্বরণ,c
"The unit of torque-
 i. Nm 
 ii. dyne-cm
 iii. Ft-poundal 
 Which one is correct?","টর্কের একক-
i. Nm
ii. dync-cm
iii. ft-poundal
নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
Force constant of two springs are 200 Nm^{-1} amd 300 Nm -1. What will be the force constant if the two springs will be connected in series?,দুটি স্প্রিং এর ভল ধ্রুবক 200 Nm^{-1} ও 300 Nm^{-1} হলে শ্রেণি সমবায়ে তাদের বল ধ্রুবক কত হবে?,100 Nm^{-1},120 Nm^{-1},250 Nm^{-1},500Nm^{-1},100 Nm^{-1},120 Nm^{-1},250 Nm^{-1},500 Nm^{-1},b
Which one is not valid for poisson's Ratio?,পয়সনেের অনুপাতের ক্ষেত্রে কোনটি খাটে না?,-0.6,-0.1,0.1,0.6,-0.6,-0.1,0.1,0.6,d
"How much additional velocity is to be added to a satellite orbiting in a circular path near earth's surface, so that it will go beyond the attraction of the earth?",ভূ-পৃষ্ঠের কাছাকাছি বৃত্তাকার পথে পরিভ্রমণরত কোনো উপগ্রহকে অতিরিক্ত কত বেগ দিলে সেটি পৃথিবীর আকর্ষণ ছাড়িয়ে চলে যাবে?,10.8 kms^{-1},9.2 kms^{-1},7.8 kms^{-1},3.2 kms^{-1},10.8 kms^{-1},9.2 kms^{-1},7.8 kms^{-1},3.25 kms^{-1},d
A vector field is found from a scalar field by which of the following?,নিচের কোনটির মাধ্যমে স্কেলার ক্ষেত্র থেকে ভেক্টর ক্ষেত্র পাওয়া যায়?,Gradient,Divergence,Curl,Triple product,গ্র্যাডিয়েন্ট,ডাইভারজেন্স,কার্ল,ত্রিগুণন,a
A particle shows simple harmonic Motion has displacement 5 cm and acceleration 80 cms^{-2}. It's time period-,একটি সরলদোল গতিসম্পন্ন কণার সরণ 5 cm এবং এর ত্বরণ 80 cms^{-2} হলে এর পর্যাকাল-,\frac{\pi}{4},\frac{\pi}{2},\pi,2\pi,\frac{\pi}{4},\frac{\pi}{2},\pi,2\pi,b
If the leas count of a spherometer is 0.01 mm which of the following thickness can be measured accurately?,"স্ফেরোোমিটারের লঘিষ্ঠ ধ্রুবকের মান 0.01 mm হলে, নিচের কোন বেধটি নির্ভুলভাবে মাপা যাবে?",0.005mm,0.001 mm,0.02 mm,0.002 mm,0.005 mm,0.001 mm,0.02 mm,0.002 mm,c
The cross product between thse radius vector and froce is-,ব্যাসার্ধ ভেক্টর ও বলের ভেক্টর গুণফল হচ্ছে-,work,moment of inertia,torque *angular velocity,angular mementum,কাজ,জড়তার ভ্রামক,টর্ক,কৌণিক ভরবেগ,c
"If resultanat force on an object becomes zero-
 i. moves with constant velocity
 ii. Moves with constant acceleration 
 iii. Kinetic energy does not change
 Which one is correct?","কোনো বস্তুর উপর লব্ধি বল শূন্য হলে-
i. সমবেগে চলে
ii. সমত্বরণে চলে
iii. গতিশক্তি পরিবর্তন হয় না
নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",b
What is the degree of freedom of N_{2} gas,N_{2} গ্যাসের স্বাধীনতার মাত্রা কত?,3,5,6,9,3,5,6,9,b
Who explained first the laws of gases by using kinetic theory?,গ্যাসের গতিতত্ত্বের সাহায্যে গ্যাসের সূত্রাবলি সর্বপ্রথম ব্যাখ্যা করেন কে?,Clausius,Maxwell,Bernoulli,Boltzmann,ক্লসিয়াস,ম্যাক্সওয়েল,বানৌলি,বোল্টজম্যান,c
Escape velocity depends on which of the following-,মুক্তিবেগ নিচের কোনটির উপর নির্ভর করে?,planet's radius,distance travelled by the object,time taken,objects mass,গ্রহের ব্যাসার্ধ,বস্তুর অতিক্রান্ত দূরত্ব,অতিবাহিত সময়,বস্তুর ভর,a
"by keeping mass constant, if the radius of earth is doubled, the weight of an object will be-",ভর ধ্রুব রেখে পৃথিবীর ব্যাসার্ধ দ্বিগুণ করা হলে কোনো বস্তুর ওজন হবে-,one-fourth,halves,doubled,four times,এক-চতুর্থাংশ,অর্ধেক,দ্বিগুণ,চারগুণ,a
Example of a scalar quantity is -,স্কেলার রাশির উদাহরণ-,work,force,torque,angular momentum,কাজ,বল,টর্ক,কৌণিক ভরবেগ,a
The magnitude of the resultant of two vectors will be maximum when angle between them is-,দুুটি ভেক্টর লব্ধির মান সর্বোচ্চ হবে যখন এদের মধ্যবর্তী কোন-,0\degree,45\degree,60\degree,180\degree,0^{\circ},45^{\circ},60^{\circ},180^{\circ},a
Mass and radius of a wheel is 2.5kg and 2m respectively. The torque needed to produce 10rads^{-2} of angular acceleration to the wheel is-,একটি চাাকার ভর এবং ব্যাসার্ধ যথাক্রমে 2.5 kg এবং 2 m; চাকাটিতে 10 rads^{-2} কৌণিক ত্বরণ সৃষ্টি করতে প্রয়োজনীয় টর্ক-,10Nm,25Nm,50Nm,100Nm,10 Nm,25 Nm,50 Nm,100 Nm,d
"A mango of 200 gm falls down from a branch of height 15m on the mud below and produces a hole of 10cm depth. [g= 9.8ms^{-2}] 
 
 What is the average resisting force of mud?","15m উঁচু একটি গাছের ডাল হতে 200g ভরের একটি আম নিচের কাদা মাটিতে পড়ে 10 cm গর্তের সৃষ্টি করে। [g = 9.8 ms^{-2}]
কাদা মাটির গড় প্রতিরোধ বল কত?",29.40N,292.04N,294.00N,295.96N,29.40 N,292.04 N,294.00 N,295.96 N,d
"A mango of 200 gm falls down from a branch of height 15m on the mud below and produces a hole of 10cm depth. [g= 9.8ms^{-2}] 
 
 At what height from the earth the potential energy of the mango will be twice its kinetic energy?","15m উঁচু একটি গাছের ডাল হতে 200g ভরের একটি আম নিচের কাদা মাটিতে পড়ে 10 cm গর্তের সৃষ্টি করে। [g = 9.8 ms^{-2}]
ভূমি হতে কত উচ্চতায় আমটির বিভবশক্তি এর গতিশক্তি দ্বিগুণ হবে?",5m,8m,10m,12m,5 m,8 m,10 m,12 m,c
What is called a pendulum which takes 0.5 second to make maximum displacement from the equilibrium?,যে দোলক সাম্যাবস্থান হতে সর্বাধিক সরণে যেতে 0.5 সেকেন্ড সময় নেয় তাকে কী বলে?,Simple pendulum,Compound pendulum,Second pendulum,Keter's pendulum,সরল দোলক,জটিল দোলক,সেকেন্ড দোলক,কেটার দোলক,c
"Unit for a energy is - 
 i. joule
 ii. Kgm^{2}s^{-2}
 iii. Electron-volt
 Which one is correct?","শক্তির একক-
i. জুল
ii. kgm^{2}s^{-2}
iii. ইলেকট্রন ভোল্ট
নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
What are the thermodynamical variables in case of gas,গ্যাসের ক্ষেত্রে তাপগতীয় চলরাশি কী কী?,"Volume, Mass and Density","Volume, Temperature and Density","Volume, Mass and Temperature","Volume, Temperature and pressure","আয়তন, ভর ও ঘনত্ব","আয়তন, তাপমাত্রা ও ঘনত্ব","আয়তন, ভর ও তাপমাত্রা","আয়তন, তাপমাত্রা ও চাপ",d
The magnitude of vector 3\hat{i} - 4\hat{j} + 12\hat{k},3\hat{i}-4\hat{j}+12\hat{k} ভেক্টরটি মান-,9 unit,13 unit,18 unit,36 unit,9 একক,13 একক,18 একক,36 একক,b
"If mass of a particle oscillating in simple harmonic motion is m and frequency is \omega, then force constant will be-",একটি সরল দোলগতি সম্পন্ন বস্তুকণার ভর m এবং কম্পাঙ্ক \omega হলে বল ধ্রুবকটি হবে-,\sqrt{\frac{m}{\omega}},m\omega,m\omega^{2},\sqrt{\frac{\omega}{m}},\sqrt{\frac{m}{\omega }},m\omega,m\omega^{2},\sqrt{\frac{\omega }{m}},c
"If water vpour decreases in air, then",বায়ুুতে জলীয় বাষ্পের পরিমাণ কমে গেলে-,air density decrease,air density increases,water vapour pressure increases,relative humidity increases,বায়ুর ঘনত্ব কমে,বায়ুর ঘনত্ব বাড়ে,জলীয় বাষ্পচাপ বাড়ে,আপেক্ষিক আর্দ্রতা বাড়ে,b
\vec{A} = 3\hat{i} + 2\hat{j} + \hat{k}; \vec{B} = 6\hat{i} - m\hat{j} + 4\hat{k} for what value of m; the two vectors will be perpendicular to each other?,"\vec{A}=3\hat{i}+2\hat{j}+\hat{k}; \vec{B}=6\hat{i}+m\hat{j}+4\hat{k}, m এর মানর কত হলে ভেক্টরদ্বয় লম্ব হবে?",9,11,12,13,9,11,12,13,b
"When pressure of a gas at constant volume and 0\degree C temperature is doubled, its final temperature will be-",স্থির আয়তনে 0^{\circ}C তাপমাত্রায় কোনো গ্যাসের চাপ দ্বিগুণ করলে এর চূড়ান্ত তাপমাত্রা হবে-,27\degree C,273\degree C,300\degree C,546\degree C,27^{\circ}C,273^{\circ}C,300^{\circ}C,546^{\circ}C,b
In which case of the following a gas behaves like an ideal gas?,নিম্নলিখিত কোন ক্ষেত্রে একটি গ্যাস আদর্শ গ্যাসের ন্যায় আচরণ করে?,Low pressure and high temperature,High pressure and low temperature,Low pressure and low temperature,High pressure and high temperature,নিম্নচাপ ও উচ্চ তাপমাত্রায়,উচ্চ চাপ ও নিম্ন তাপমাত্রায়,নিম্নচাপ ও নিম্ন তাপমাত্রায়,উচ্চ চাপ ও উচ্চ তাপমাত্রায়,a
Which is the dimension for angular momentum?,কৌণিক ভরবেগের মাত্রার কোনটি?,ML^{2}T^{-1},ML^{-2}T^{-2},ML^{-1}T^{-1},ML^{-1}T^{-2},ML^{2}T^{-1},ML^{-2}T^{-2},ML^{-1}T^{-1},ML^{-1}T^{-2},a
An object of m mass remain active in simple harmonic motion. What will be the angular frequency?,m ভরের একটি বস্তু সরল ছন্দিত স্পন্দনে গতিশীল আছে। এর কৌণিক কম্পাঙ্ক হবে-,\omega = 2\pi \sqrt{\frac{m}{k}},\omega = 2\pi \sqrt{\frac{k}{m}},\omega = \sqrt{\frac{m}{k}},\omega = \sqrt{\frac{k}{m}},\omega =2\pi\sqrt{\frac{m}{k}},\omega =2\pi\sqrt{\frac{k}{m}},\omega =\sqrt{\frac{m}{k}},\omega =\sqrt{\frac{k}{m}},d
"Radius of the earth is R, the distance of apoint from rhe centre of earth is r and gravitaional acceleration 'g'. What is the relation between 'g' & 'r'? 
 i. g \propto r, when r < R
 ii. g \propto \frac{1}{2^{2}}, when r > R
 iii. g \propto \frac{1}{r^{2}}, when r = R
 Which one is correct?","পৃথিবীর ব্যাসার্ধ R, পৃথিবীর কেন্দ্র থেকে কোনো বিন্দুর দূরত্ব r এবং অভিকর্ষজ ত্বরণ g এর মধ্যে সম্পর্ক-
i. g\infty r, যখন r < R হয়
ii. g\infty \frac{1}{r^{2}}, যখন r > R হয়
iii. g\infty \frac{1}{r}, যখন r > R হয়
নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",a
Which one of the ratio of Poisson value?,পয়সনের অনুপাতের মান কোনটি?,- \frac{1}{2} \leq \sigma \leq 1,- 1 \leq \sigma \leq \frac{1}{2},\frac{1}{2} \leq \sigma \leq 2,1 \leq \sigma \leq 2,-\frac{1}{2}\leq \sigma \leq 1,-1\leq \sigma \leq \frac{1}{2},\frac{1}{2}\leq \sigma \leq 1,1\leq \sigma \leq 2,b
"If gravitational acceleration at h height from the surface of earth is , any object will lose its weigh-",পৃথিবীর পৃষ্ঠ হতে h উচ্চতায় অভিকর্ষীয় ত্বরণ \frac{g}{4} হলে কোনো বস্তু সেখানে তার ওজন হারাবে-,25%,75%,85%,90%,25%,75%,85%,90%,b
