English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
Which substance has the highest inter molecular attraction?,কোন পদার্থটির আন্তঃআণবিক শক্তি সবচেয়ে বেশি?,C_{5}H_{12},C_{8}H_{18},C_{3}H_{8},C_{20}H_{42},C_{5}H_{12},C_{8}H_{18},C_{3}H_{8},C_{20}H_{42},d
Which is produced by reacting HBr with propene in presence of hydrogen peroxide?,হাইড্রজেন পারঅক্সাইডের উপস্থিতিতে প্রোপিনের সাথে HBr এর বিক্রিয়ায় কোনটি উৎপন্ন হয়?,CH_{3}-CHBr-CH_{3},CH_{3}-CH_{2}-CH_{2}Br,CH_{3}-CHBr-CHBr,CH_{2}Br-CH_{2}-CH_{2}Br,CH_{3} - CHBr - CH_{3},CH_{3} - CH_{2} - CH_{2}Br,CH_{3} - CHBr - CHBr,CH_{2}Br - CH_{2} - CH_{2}Br,b
In which period Iron belongs to the periodic table?,আয়রন পর্যায় সারণির কোন পর্যায়ে অবস্থিত?,3rd,2nd,4th,5th,৩য়,২য়,৪র্থ,৫ম,c
Which is insoluble in water?,কোনটি পানিতে অদ্রবণীয়?,LicL,MgCl_{2},CH_{4},NaF,LiCl,MgCl_{2},CH_{4},NaF,c
How many covalent bonds are there in the phosphorus trichloride molecule?,ফসফরাস ট্রাইক্লোরাইড অণুতে কতটি সমযোজী বন্ধন আছে?,1,2,3,5,1,2,3,5,c
The valency of which element is zero?,কোন মৌলটির যোজনী শূন্য?,Na,Ni,K,Kr,Na,Ni,K,Kr,d
Which pair of elements has variable valency?,কোন মৌল জোড়ের পরিবর্তনশীল যোজ্যতা আছে?,"Mg, Au","Sn, F","Al, P","Fe, Hg","Mg, Au","Sn, F","Al, P","Fe, Hg",d
What is the latent valency of S in H_{2}S?,H_{2}S এ সালফারের সুপ্ত যোজনী কত?,0,2,4,6,0,2,4,6,c
Which is the actual charge of an electron?,ইলেকট্রনের প্রকৃত আধান কোনটি?,+1 Coulomb,+ 1.6\times 10^{-19} Coulomb,- 1.6\times 10^{-19} Coulomb,-1 Coulomb,\text{+ 1} কুলম্ব,\text{+1.6} \times 10^{-19} কুলম্ব,\text{-1.6} \times 10^{-19} কুলম্ব,\text{-1} কুলম্ব,c
Which is the symbol of Silver element?,সিলভার মৌলের প্রতীক কোনটি?,Sn,Pb,Si,Ag,Sn,Pb,Si,Ag,d
How many electrons are there in Cr^{3+} ion?,Cr^{3+} আয়নে কতটি ইলেকট্রন আছে?,21,24,27,28,21,24,27,28,a
How many electrons are there in Copper in M Shell?,কপার এর M শেলে কতটি ইলেকট্রন থাকে?,9,10,17,18,9,10,17,18,d
What is the relatie Molecular mass of H_{3}PO_{4}?,H_{3}PO_{4} এর আণবিক আণবিক ভর কত?,50,66,82,98,50,66,82,98,d
Which has the lowest ionization energy?,কোনটির আয়নিকরণ শক্তি কম?,Mg,Ra,Ca,Ba,Mg,Ra,Ca,Ba,b
Which one is the electron number of outermost energy level of alkali metals?,ক্ষার ধাতুসমূহের বহিঃস্থ স্তরে ইলেকট্রন সংখ্যা কয়টি?,1,2,3,4,1,2,3,4,a
How many periods are there in periodic table?,পর্যায় সারণিতে কতটি পর্যায় আছে?,6,7,8,9,6,7,8,9,b
Which elements has similar properties of sulphur?,সালফারের সাথে নিচের কোন মৌলের ধর্মের মিল বিদ্যমান?,N,C,Si,O,N,C,Si,O,d
Which one is the general formula of Alkyne?,অ্যালকাইনের সাধারণ সংকেত কোনটি?,C_{n}H_{2n},C_{n}H_{2n+2},C_{n}H_{2n-2},C_{n}H_{2n+1},C_{n}H_{2n},C_{n}H_{2n+2},C_{n}H_{2n-2},C_{n}H_{2n+1},c
Which one is aromatic hydrocarbon?,কোনটি অ্যারোমেটিক হাইড্রোকার্বন?,Ethane,Butane,Methane,Benzene,ইথেন,বিউটেন,মিথেন,বেনজিন,d
What is the name of the smallest particle of element?,মৌলিক পদার্থের ক্ষুদ্রতম কণিকার নাম কী?,Molecule,Atom,Proton,Electron,অণু,পরমাণু,প্রোটন,ইলেকট্রন,b
Which one is last element of 2nd period?,২য় পর্যায়ের সর্বশেষ মৌল কোনটি?,He,Ne,Ar,Kr,He,Ne,Ar,Kr,b
Which one forms diatomic molecule?,কোনটি দ্বিপরমাণুক অণু গঠন করে?,Florine,Ozone,Helium,Beryllium,ফ্লোরিন,ওজোন,হিলিয়াম,বেরিলিয়াম,a
Which one is the main element of rectified sprit?,কোনটি রেকটিফাইড স্পিরিটের মূল উপাদান?,Methanol,Methanal,Ethanol,Ethanal,মিথানল,মিথান্যাল,ইথানল,ইথান্যাল,c
"_{1}^{}\textrm{X}, _{7}^{}\textrm{X} [X and Y are symbolic element]
How many loan pair electrons are there in the molecuqle of the compound formed by X and Y?","_{1}X, _{7}Y [X ও Y প্রতীকী মৌল]
 
 X ও Y দ্বারা গঠিত যৌগের অণুতে মুক্ত জোড় ইলেকট্রন কতটি?",1,2,3,4,1,2,3,4,a
"_{1}^{}\textrm{X}, _{7}^{}\textrm{X} [X and Y are symbolic element]
XY_{3} compound-
i. follows duet rule
ii. forms ionic bond
iii. has low melteing point
Which one is correct?","_{1}X, _{7}Y [X ও Y প্রতীকী মৌল]
 
 XY_{3} যৌগ-
 i. দুই এর নিয়ম পালন করে
 ii. আয়নিক বন্ধন গঠন করে
 iii. নিম্ন গলনাঙ্কবিশিষ্ট
 নিচের কোনটি সঠিক?",ii,i and ii,i and iii,"i, ii and iii",ii,i ও ii,i ও iii,"i, ii ও iii",c
How many elements are present in human body?,মানবদেহে কতটি মৌল বিদ্যমান?,18,20,25,26,18,20,25,26,d
In which period the _{12}^{}\textrm{Z} element is positioned? [Z in symbolic meaning],_{12}Z মৌলটির অবস্থান কোন পর্যায়ে? [Z প্রতীকী অর্থে],1,2,3,4,1,2,3,4,c
The normal percentage of propane in natural gas is -,প্রাকৃতিক গ্যাসে সাধারণত প্রোপেনের শতকরা পরিমাণ-,6%,7%,80%,99%,6%,7%,80%,99%,a
What is the highest number of electron for 'K' shell?,K' শক্তিস্তরে সর্বোচ্চ কতটি ইলেকট্রন থাকতে পারে?,32,18,8,2,32,18,8,2,d
Which one is the relative atomic mass of 'F'?,F' এর আপেক্ষিক পারমাণবিক ভর কত?,9,11,17,19,9,11,17,19,a
The name of the compound Ch_{3}CH = CH_{2} is-,CH_{3}CH = CH_{2} যৌগটির নাম-,Propyl,propane,propene,propyne,প্রোপাইল,প্রোপেন,প্রোপিন,প্রোপাইন,c
"Particles having no charge-
i. electron
ii. proton
iii. neutron
Which one is correct?","আধান শূন্য কণিকা-
 i. ইলেকট্রন
 ii. প্রোটন
 iii. নিউট্রন
 নিচের কোনটি সঠিক?",ii,iii,i and ii,ii and iii,ii,iii,i ও ii,ii ও iii,b
Which group element is Boron?,বোরন কোন গ্রুপের মৌল?,13,14,15,16,13,14,15,16,a
How many elements are available in nature?,প্রকৃতিতে প্রাপ্ত মৌলের সংখ্যা কতটি?,26,63,98,118,26,63,98,118,c
In which atom of the following elements has no neutron?,কোন মৌলের পরমাণুতে নিউট্রন নেই?,H,He,Li,Be,H,He,Li,Be,a
Which one is the proton number of Al^{3+}?,Al^{3+} এ প্রোটন সংখ্যা কত?,10,13,27,36,10,13,27,36,b
Which one is the correct formula of Boron nitride?,কোনটি বোরন হাইট্রাইডের সঠিক সংকেত?,B_{3}N_{2},BN_{3},B_{2}N_{2},BN,B_{3}N_[2},BN_{3},B_{2}N,BN,d
Which one of the following is insoluble in water?,নিচের কোনটি পানিতে অদ্রবণীয়?,KCl,CaCl_{2},Agcl,NaNO_{3},KCl,CaCl_{2},AgCl,NaNO_{3},c
How many atoms are present in nitrogen molecule?,নাইট্রোজেন অণুতে কতটি পরমাণু বিদ্যমান?,1,2,3,4,1,2,3,4,b
Which one of the following elements electron affinity is the least?,কোন মৌলটির ইলেকট্রনের আসক্তি সবচেয়ে কম?,Be,Ra,Sr,Mg,Be,Ra,Sr,Mg,b
To diagnose tumor which one of the following isotopes is used?,টিউমারের উপস্থিতি নির্ণয়ে কোনটি ব্যবহৃত হয়?,_{}^{32}\textrm{P},_{}^{13}\textrm{I},_{}^{60}\textrm{Co},_{}^{99}\textrm{Tc},^{32}P,^{131}I,^{60}Co,^{99}Tc,c
"The position of element 'X' is in which group?
'X'\rightarrow 1s^{2}2s^{2}2p^{6}3s^{2}3p^{6}3d^{2}4s^{2}",X' \rightarrow 1s^{2}2s^{2}2p^{6}3s^{2}3p^{6}3d^{2}4s^{2} মৌলটি পর্যায় সারণির কোন গ্রুপে অবস্থিত?,Group-2,Group-4,Group-10,Group-12,Group-2,Group-4,Group-10,Group-12,b
"X+NaOH\rightarrow CH_{3}CH_{2}COONa+H_{2}O
What is the name of compound ""X""?","X + NaOH \rightarrow CH_{3}CH_{2}COONa + H_{2}O
 
 'X' যৌগটির নাম কী?",Propanoic Acid,Propanol,Propanal,Propyne,প্রোপানয়িক এসিড,প্রোপানল,প্রোপান্যাল,প্রোপাইন,a
"In the stem 'X' compound-
i. is a Fatty Acid
ii. is used to produce Alkane
iii. is used to preserve Pickles
Which one of the following is correct?","X + NaOH \rightarrow CH_{3}CH_{2}COONa + H_{2}O
 
 উদ্দীপকের 'X' যৌগটি-
 i. একটি জৈব এসিড
 ii. হতে অ্যালকেন প্রস্তুত করা যায়
 iii. আচার সংরক্ষনের জন্য ব্যবহৃত হয়
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
If the real mass of an atom of an element is 3.16\times 10^{-23}g. Then its ralative atomic mass will be-,একটি মৌলের একটি পরমাণুর প্রকৃত ভর 3.16 \times 10^{-23}g হলে এর আপেক্ষিক পারমাণবিক ভর কত হবে?,18,19,25,27,18,19,25,27,b
Which one of the following is soluble in water?,নিচের কোনটি পানিতে দ্রবীভূত হয়?,AgCl,CH_{4},CaCl_{2},C_{10}H_{8},AgCl,CH_{4},CaCl_{2},C_{10}H_{8},c
Which one is the second number of Alkene?,অ্যালকিন শ্রেণির ২য় সদস্য কোনটি?,C_{2}H_{2},C_{2}H_{4},C_{3}H_{4},C_{3}H_{6},C_{2}H_{2},C_{2}H_{4},C_{3}H_{4},C_{3}H_{6},d
What is the percentage of pentane in natural gas?,প্রাকৃতিক গ্যাসে শতকরা কতভাগ পেন্টেন থাকে?,3%,4%,6%,7%,3%,4%,6%,7%,a
Which one of the following is a coin metals?,নিচের কোনটি মুদ্রা ধাতু?,Rg,Au,Al,As,Rg,Au,Al,As,b
How many Isotopes of Hydrogen?,হাইড্রোজেনের আইসোটোপ কয়টি?,1,3,4,7,1,3,4,7,d
What of the following elements ionization energy is the highest?,নিচের কোন মৌলটির আয়নীকরণ শক্তি বেশি?,K,Rb,Ca,Sr,K,Rb,Ca,Sr,c
What is the percentage of kerosene in Petroleum?,পেট্রোলিয়ামে শতকরা কতভাগ কেরোসিন থাকে?,5%,10%,13%,20%,5%,10%,13%,20%,c
Which of the following is Plank Constant (m^{2}Kg/s)?,নিচের কোনটি প্লাংক ধ্রুবক (m^{2}Kg/s) এর মান?,3.16\times 10^{-23},1.6\times 10^{-24},9.11\times 10^{-31},6.625\times 10^{-34},3.16 \times 10^{-23},1.66 \times 10^{-24},9.11 \times 10^{-31},6.62 \times 10^{-34},d
Which of the following is positive radical?,নিচের কোনটি ধনাত্মক যৌগমূলক?,Phosphonium,Sulphate,Nitrate,Carbonate,ফোসফোনিয়াম,সালফেট,নাইট্রেট,কার্বনেট,a
Which one is the latent valency of 'Fe' in the compound FeCl_{3}?,FeCl_{3} যৌগে Fe এর সুপ্ত যোজনী কত?,3,2,1,0,3,2,1,0,d
Which one of the following is a radical?,নিচের কোনটি যৌগমূলক?,P_{2}O_{3},SO_{2},NO_{2},SiO_{2},P_{2}O_{3},SO_{2},NO_{2},SiO_{2},c
Which one is the formula of Benzene?,বেনজিনের সংকেত কোনটি?,C_{6}H_{6},C_{10}H_{22},C_{10}H_{16}O,C_{12}H_{26}O,C_{6}H_{6},C_{10}H_{22},C_{10}H_{16}O,C_{12}H_{26}O,a
How many different elements have a human body?,মানব শরীরে মোট কত ধরনের ভিন্ন ভিন্ন মৌল রয়েছে?,20,26,98,118,20,26,98,118,b
Which of the following is Alkyne?,নিচের কোনটি অ্যালকাইন?,C_{5}H_{8},C_{5}H_{10},C_{5}H_{11},C_{5}H_{12},C_{5}H_{8},C_{5}H_{10},C_{5}H_{11},C_{5}H_{12},a
What is the atomic mass of Co?,Co এর পারমাণবিক ভর কত?,68,58,29,27,68,58,29,27,b
"In the formula _{19}^{39}\textrm{K} is-
i. proton number 19
ii. mass number 39
iii. electron number 20
Which one of the following is correct?","_{19}^{39}K সংকেতটিতে মৌলের-
 i. প্রোটন সংখ্যা 19
 ii. ভরসংখ্যা 39
 iii. ইলেকট্রন সংখ্যা 20
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",a
Which of the following compound can cause disappearance of red colour of bromine?,নিচের কোন যৌগটি ব্রোমিন দ্রবণের লাল বর্ণকে বর্ণহীন করতে পারে?,C_{3}H_{8},C_{3}H_{6},C_{3}H_{6}O,C_{3}H_{8}O,C_{3}H_{8},C_{3}H_{6},C_{2}H_{6}O,C_{3}H_{8}O,b
The branch of chemistry that discusses the amount of reactant and product is-,রসায়নের যে শাখায় বিক্রিয়ক এবং উৎপাদের পরিমাণ হিসাব করা হয়-,kinetic theory,fractional distillation,calorimetry,stoichiometry,গতিতত্ত্ব,আংশিক পাতন,ক্যালরিমিতি,স্টয়কিওমিতি,d
"From left to right in periodic table-
i. metallic property decreases
ii. ionization energy increases
iii. atomic radius increases
Which one is correct?","পর্যায় সারণির বাম হতে ডানে-
 i. ধাতব ধর্ম হ্রাস পায়
 ii. আয়নিকরণ শক্তি বাড়ে
 iii. পারমাণবিক ব্যাসার্ধ বাড়ে
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",a
Which of the following contains lactic acid?,নিম্নের কোনটিতে ল্যাকটিক এসিড বিদ্যমান?,Lemon juice,Tamarind,Curd,Vinegar,লেবুর রস,তেতুল,দধি,ভিনেগার,c
"CH_{3}-C\equiv CH\overset{Br_{2}}{\rightarrow} 'M'\overset{Br_{2}}{\rightarrow}'N'
What is the name of compound 'N'?","CH_{3} - C \equiv CH \xrightarrow{Br_{2}} 'M' \xrightarrow{Br_{2}} 'N'
 
 'N' যৌগটির নাম কী?","1, 1-dibromo propane","2, 2-dibromo propane","1,1, 2, 2-tetrabromo propane","1, 2-dibromo propene","1, 1-ডাইব্রোমো প্রোপেন","2, 2-ডাইব্রোমো প্রোপেন","1, 1, 2, 2-টেট্টাব্রোমো প্রোপেন","1, 2-ডাইব্রোমো প্রোপিন",c
"The compound 'M' of the stem-
i. gives addition reaction
ii. is used to prepare plastic
iii. is less reactive than 'N'
Which one is correct?","CH_{3} - C \equiv CH \xrightarrow{Br_{2}} 'M' \xrightarrow{Br_{2}} 'N'
 
 উদ্দীপকের 'M' যৌগটি-
 i. সংযোজন বিক্রিয়া দেয়
 ii. প্লাস্টিক তৈরিতে ব্যবহৃত হয়
 iii. 'N' অপেক্ষা কম সক্রিয়
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",a
What is the number of carbon atoms in Gasoline?,গ্যাসোলিনে কার্বন পরমাণুর সংখ্যা কতটি?,1 to 4,5 to 10,7 to 14,12 to 20,1 থেকে 4 পর্যন্ত,5 থেকে 10 পর্যন্ত,7 থেকে 14 পর্যন্ত,12 থেকে 20 পর্যন্ত,b
What amount of NaHCO_{3} will be is disolved in 2 L 0.1 M NaHCO_{3} solution?,2 লিটার 0.1 M NaHCO_{3} দ্রবণে কী পরিমাণ NaHCO_{3} দ্রবীভূত থাকবে?,21.2g,16.8g,10.6g,2.925g,21.2 g,16.8 g,10.6 g,2.925 g,b
What is the volume of 10g Helium gas at STP?,প্রমাণ অবস্থায় 10 g হিলিয়াম গ্যাসের আয়তন কত?,112 L,56 L,22.4 L,11.2 L,112 লিটার,56 লিটার,22.4 লিটার,11.2 লিটার,b
How many ions are there in 2 moles of Ca^{2+} ion?,2 মৌল Ca^{2+} আয়নে কতটি Ca^{2+} আয়ন থাকে?,6.023\times 10^{23},4.046\times 10^{23},1.204\times 10^{24},2.41\times 10^{24},6.023 \times 10^{23},4.046 \times 10^{23},1.204 \times 10^{24},2.41 \times 10^{24},c
Which one is harmful for environment?,পরিবেশের জন্য ক্ষতিকর কোনটি?,Fluorine,Cesium,Lead,Boron,ফ্লোরিন,সিজিয়াম,লেড,বোরন,c
Which of the following has more rate of diffusion?,নিম্নের কোনটির ব্যাপনের হার অধিক?,H_{2},CO_{2},NH_{3},SO_{2},H_{2},CO_{2},NH_{3},SO_{2},a
Which one of the following is sublimated substance?,নিম্নের কোনটি ঊর্ধ্বপাতন যোগ্য পদার্থ?,Glucose,Ammonium chloride,Boron Tri Chloride,Benzene,গ্লুকোজ,নিশাদল,বোরন ট্রাইক্লোরাইড,বেনজিন,b
What is the Latin name of Mercury?,মারকারি এর ল্যাটিন নাম কী?,Kalium,Ferrum,Plumbum,Hydrurgyrum,Kalium,Ferrum,Plumbum,Hydrurgyrum,d
Which one of the following is unsaturated hydrocarbon?,অসম্পৃক্ত হাইড্রোকার্বন কোনটি?,C_{3}H_{8},C_{3}H_{6},C_{2}H_{6},CH_{4},C_{3}H_{8},C_{3}H_{6},C_{2}H_{6},CH_{4},b
"In reaction, FeCl_{2}+CCl_{2}=2FeCl_{3}
i. Fe^{2+} is reductant
ii. Cl_{2} is oxidant
iii. Oxidation occurs in Fe^{2+}
Which one is correct?","2FeCl_{2} + Cl_{2} = 2FeCl_{3} বিক্রিয়াটিতে-
 i. Fe^{2+} বিজারক
 ii. Cl_{2} জারক
 iii. Fe^{2+} এর জারণ ঘটে
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",d
What is the oxidation number of sulphur in compound Na_{2}S_{2}O_{3}?,Na_{2}S_{2}O_{3} যৌগে সালফারের জারণ মান কত?,+ 2,+ 4,+ 5,+ 6,\text{+ 2},\text{+ 4},\text {+ 5},\text{+ 6},a
"In which of the followings, Oxidation-reduction occurs?",নিম্নের কোনটিতে জারণ-বিজারণ ঘটে?,Combustion reaction,Neutralization reaction,Hydration reaction,Hydrolysis reaction,দহন বিক্রিয়া,প্রশমন বিক্রিয়া,পানিযোজন বিক্রিয়া,আর্দ্রবিশ্লেষণ বিক্রিয়া,a
Which one is the general formula of Alkanal?,কোনটি অ্যালকান্যাল এর সাধারণ সংকেত?,R - CHO,R - COOH,R - OH,R - COOR,R-CHO,R-COOH,R-OH,R-COOR,a
"""Atoms will not be stable because of the rotation of electron"" - Who proposed this law?",ইলেকট্রনের ঘূর্ণনের ফলে পরমাণু স্থায়ী হবে না- এই তত্ত্বটি কে প্রস্তাব করেন?,Neils Bohr,Le-Chatelier,Maxwell,Rutherford,নীলস্‌ বোর,লা-শাতেলিয়ে,ম্যাক্সওয়েল,রাদারফোর্ড,c
What is the actual mass of an atom of Fluorine?,ফ্লোরিনের একটি পরমাণুর প্রকৃত ভর কত?,4.48\times 10^{-23}g,3.16\times 10^{-23}g,1.66\times 10^{-24}g,6.023\times 10^{-23}g,4.48 \times 10^{-23} g,3.16 \times 10^{-23} g,1.66 \times 10^{-24} g,6.023 \times 10^{-23} g,b
Which was first used metal?,কোনটি প্রথম ব্যবহৃত ধাতু?,Au,Ag,Sn,Cu,Au,Ag,Sn,Cu,a
Which compound is insoluble water?,কোন যৌগটি পানিতে অদ্রবণীয়?,AgNO_{3},BaSO_{4},CaCl_{2},ZnSO_{4},AgNO_{3},BaSO_{4},CaCl_{2},ZnSO_{4},b
"In a oxide Nitrogen there are 21 gm of Nitrogen and 36 gm of Oxygen present, NH_{3} is produced reacting mentioned amount of nitrogen with 4 gm Oxygen.
Which one is the empirical formula of oxide?","নাইট্রোজেনের অক্সাইডে 21 গ্রাম নাইট্রোজেন ও 36 গ্রাম অক্সিজেন বিদ্যমান। উক্ত ভরের নাইট্রোজেনকে 4 গ্রাম হাইড্রোজেনের সাথে বিক্রিয়া করালে NH_{3} উৎপন্ন হয়।
 
 উদ্দীপকের বিক্রিয়ায় কত গ্রাম NH_{3} উৎপন্ন হবে?",NO,NO_{2},N_{2}O_{3},N_{2}O_{5},12.75 গ্রাম,18 গ্রাম,22.67 গ্রাম,34 গ্রাম,c
"In a oxide Nitrogen there are 21 gm of Nitrogen and 36 gm of Oxygen present, NH_{3} is produced reacting mentioned amount of nitrogen with 4 gm Oxygen.
How much NH_{3} in gm will be produced according to the reaction of the stem?","নাইট্রোজেনের অক্সাইডে 21 গ্রাম নাইট্রোজেন ও 36 গ্রাম অক্সিজেন বিদ্যমান। উক্ত ভরের নাইট্রোজেনকে 4 গ্রাম হাইড্রোজেনের সাথে বিক্রিয়া করালে NH_{3} উৎপন্ন হয়।
 
 উদ্দীপকের বিক্রিয়ায় কত গ্রাম NH_{3} উৎপন্ন হবে?",12.75 g,18 g,22.67 g,34 g,12.75 গ্রাম,18 গ্রাম,22.67 গ্রাম,34 গ্রাম,c
Which substance shows exceptional characteristics whene heat is applied?,তাপ প্রয়োগে কোন পদার্থটি ব্যতিক্রম ধর্ম প্রদর্শন করে?,MgCl_{2},CaCl_{2},ZnCl_{2},AlCl_{3},MgCl_{2},CaCl_{2},ZnCl_{2},AlCl_{3},d
"In case of condensation-
i. matter releases heat energy
ii. kinetic energy of particels is increased
iii. volume is decreased
Which one is correct?","ঘনীভবনের ক্ষেত্রে-
 i. পদার্থ তাপশক্তি নির্গত করে
 ii. কণার গতিশক্তি বৃদ্ধি পায়
 iii. আয়তন হ্রাস পায়
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",b
How many electrons are there in the 'M' shell of _{25}^{}\textrm{Mn}^{2+}?,_{25}Mn^{2+}-এর M শেলে কতটি ইলেকট্রন বিদ্যমান?,0,5,8,13,0,5,8,13,d
How many elements have been discovered in the laboratory till 2016?,2016 সাল পর্যন্ত আবিষ্কৃত মোট মৌলের কতটি গবেষণাগারে তৈরি?,114,20,26,98,14,20,26,98,b
Which one shows variable valency?,কোনটি পরিবর্তনশীল যোজ্যতা প্রদর্শন করে?,Ca,Al,Fe,Zn,Ca,Al,Fe,Zn,c
Which is the oxidation number of 'S' in Na_{2}S_{4}O_{6}?,Na_{2}S_{4}O_{6} এ 'S' এর জারণ সংখ্যা কত?,2,2.5,4,6,2,2.5,4,6,b
"CH_{3} - CH_{2} - OH\xrightarrow[-H_{2}O]{H_{2}SO_{4}}X
Which compound is produced when the reactant of the stem is oxidized in presence of acidic potassium dichromate?","CH_{3} - CH_{2} - OH \xrightarrow[- H_{2}O]{H_{2}SO_{4}} X
 
 উদ্দীপকের বিক্রিয়ক পদার্থকে অম্লীয় পটাশিয়াম ডাইক্রোমেট দ্বারা জারিত করলে কোন যৌগ উৎপন্ন হয়?",Alkane,Ketone,Ester,Organic acid,অ্যালকেন,কিটোন,এস্টার,জৈব এসিড,d
"CH_{3} - CH_{2} - OH\xrightarrow[-H_{2}O]{H_{2}SO_{4}}'X
'X' compound-
i. is monomer of polythene
ii. is active chemically
iii. shows addition reaction
Which one is correct?","CH_{3} - CH_{2} - OH \xrightarrow[- H_{2}O]{H_{2}SO_{4}} X
 
 X-যৌগটি-
 i. পলিথিনের মনোমার
 ii. রাসায়নিকভাবে সক্রিয়
 iii. সংযোজন বিক্রিয়া দেয়
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",d
Which of the following is combustible?,নিচের কোনটি দাহ্য পদার্থ?,Organic peroxide,Ether,Nitroglycerine,Chlorobenzene,জৈব পারঅক্সাইড,ইথার,নাইট্রোগ্লিসারিন,ক্লোরোবেনজিন,b
"In case of HF-
i. It has polarity
ii. follows the duet rule
iii. soluble in water
Which one is correct?","HF-এর ক্ষেত্রে-
 i. পোলারিটি আছে
 ii. দুই এর নিয়ম মেনে চলে
 iii. পানিতে দ্রবণীয়
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",d
To prepare bronze which of the following metals are being mixed up together?,ব্রোঞ্জ কোন দুটি ধাতুর সংকর?,Iron and Cupper,Iron and Zinc,Copper and Tin,Zinc and Tin,"আয়রন, কপার","আয়রন, জিংক","কপার, টিন","জিংক, টিন",c
"Which element has the equal numbers of electron, proton and neutron?","কোন মৌলের ইলেকট্রন, প্রোটন ও নিউট্রন সংখ্যা সমান?",Na,K,Ca,Cl,Na,K,Ca,Cl,c
Which polymer is used to prepare plastic sheet?,প্লাস্টিক শিট তৈরিতে কোন পলিমার ব্যবহৃত হয়?,Polythene,Polypropene,Nylon 6:6,PVC,পলিথিন,পলিপ্রোপিন,নাইলন 6 : 6,PVC,a
Which type of reaction is always exothermic?,কোন শ্রেণির বিক্রিয়া সর্বদাই তাপ উৎপাদী?,Addition,Decomposition,Substitution,Neutralization,সংযোজন,বিয়োজন,প্রতিস্থাপন,প্রশমন,d
Which one following symbol is taken from Latin name?,কোন প্রতীকটি ল্যাটিন নাম থেকে নেওয়া হয়েছে?,Cu,P,Cr,F,Cu,P,Cr,F,a
Which element has maximum Ionisation energy?,কোন মৌলটির আয়নিকরণ শক্তির মান বেশি?,N,F,P,Cl,N,F,P,Cl,b
Which order is correct for diffusion?,ব্যাপনের ক্ষেত্রে কোন ক্রমটি সঠিক?,CH_{4}> CO_{2}>CH_{3},NH_{3}>H_{2}S>CO_{2},NH_{3}>CH_{4}>CO_{2},CH_{4}>SO_{2}>CO_{2},CH_{4} > CO_{2} > NH_{3},NH_{3} > H_{2}S > CO_{2},NH_{3} > CH_{4} > CO_{2},CH_{4} > SO_{2} > CO_{2},b
Which one is exceptional according to the rule of electronic configuration during group determination?,ইলেকট্রন বিন্যাসের নিয়ম অনুসারে গ্রুপ নির্ণয়ে কোন মৌলটি ব্যতিক্রম?,He,Al,K,Cu,He,Al,K,Cu,a
What is the latent valency of S in SO_{3}?,সালফার ট্রাই অক্সাইডে সালফারের সুপ্ত যোজনী কত?,Zero,Two,Four,Six,শূন্য,দুই,চার,ছয়,a
For which compound duet  rule is more efective than octate rule in case of bond formation?,কোন যৌগের বন্ধন গঠন অষ্টক নিয়ম অপেক্ষা দুই এর নিয়ম অধিক কার্যকরী?,PCl_{3},AlCl_{3},NH_{3},NCl_{3},PCl_{3},AlCl_{3},NH_{3},NCl_{3},c
How many isotopes have Hydrogen?,হাইড্রোজেনের আইসোটোপ কয়টি?,1,3,4,7,1 টি,3 টি,4 টি,7 টি,d
Which one is positive radical?,ধনাত্মক যৌগমূলক কোনটি?,Phosphate,Carbonate,Phosphonium,Nitrate,ফসফেট,কার্বনেট,ফসফোনিয়াম,নাইট্রেট,c
What is the oxidation number of Sulphur in H_{2}S_{2}O_{7}?,H_{2}S_{2}O_{7}-এর সালফারের জারণ সংখ্যা কত?,+ 6,-6,\oplus 12,-12,6,-6,12,-12,a
What is the percentage of kerosene oil in petroleum?,পেট্রোলিয়ামে শতকরা কতভাগ কেরোসিন থাকে?,5%,10%,13%,20%,5%,10%,13%,20%,c
